Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> he works too slowly to be helpful to us . <end>, <start> il travaille trop lentement pour nous etre utile . <end>,il travaille trop lentement pour nous etre utile . 
 <start> the store is open . <end>, <start> le magasin est ouvert . <end>,le magasin est ouvert . 
 <start> this door leads to the study . <end>, <start> cette porte mene au bureau . <end>,cette porte mene au coin . 
 <start> she hates carrots . <end>, <start> elle deteste les carottes . <end>,elle deteste les carottes . 
 <start> i m not sure what you were thinking . <end>, <start> je ne suis pas certaine de ce que tu pensais . <end>,je ne suis pas sure de ce que tu pensais . 
 <start> i d be careful with that if i were you . <end>," <start> je serais prudente avec ca , si j etais vous . <end>","je serais prudente avec ca , si j etais toi . "
 <start> is it in there ? <end>, <start> est ce la dedans ? <end>,est ce la la dedans ? 
 <start> are you chinese ? <end>, <start> vous etes chinois ? <end>,etes vous chinois ? 
 <start> i chose last time . you choose this time . <end>," <start> j ai choisi , la derniere fois . a toi de choisir , cette fois . <end>","j ai choisi , la derniere fois . vous avez choisi ce temps . "
 <start> may i charge my cell phone somewhere around here ? <end>, <start> puis je charger mon telephone portable quelque part ici ? <end>,puis je charger mon telephone mobile quelque ici ? 
 <start> there is a message for you . <end>, <start> il y a un message pour toi . <end>,il y a un message pour toi . 
 <start> all you have to do is write a few sentences about what you did yesterday . <end>, <start> tout ce que vous avez a faire est d ecrire quelques phrases a propos de ce que vous avez fait hier . <end>,"tout ce qu il vous faut ecrire , c est ecrire quelques phrases a propos de ce que vous avez fait hier . "
 <start> all they had was each other . <end>, <start> tout ce qu ils avaient etait l un l autre . <end>,tout ce qu ils avaient l un l autre . 
 <start> don t confuse comets and asteroids . <end>, <start> ne confondez pas les cometes et les asteroides . <end>,ne confonds pas les cometes et les asteroides . 
 <start> did you go to tom s party last saturday ? <end>, <start> etes vous alles a la fete de tom samedi dernier ? <end>,etes vous alle a la fete de tom samedi dernier ? 
 <start> i know you can help us . <end>, <start> je sais que vous pouvez nous aider . <end>,je sais que tu peux nous aider . 
" <start> he looked calm , but actually he was very nervous . <end>"," <start> il avait l air calme , mais en realite , il etait tres nerveux . <end>","il avait l air calme , mais en realite il etait contrarie . "
 <start> i bought it for about twelve dollars . <end>, <start> je l ai achete pour une douzaine de dollars . <end>,je l ai achete a environ environ dollars . 
 <start> don t make me pull the trigger . <end>, <start> ne me force pas a tirer sur la gachette ! <end>,ne m oblige pas a tirer sur la gachette ! 
 <start> she helped me pack my suitcase . <end>, <start> elle m a aide a faire ma valise . <end>,elle m a aidee a faire ma valise . 
" <start> speech is silver , silence is gold . <end>", <start> la parole est d argent mais le silence est d or . <end>,la parole est d argent mais le silence est d or . 
 <start> what has become of him since then ? <end>," <start> que lui est il advenu , depuis lors ? <end>",qu est ce qu il devient depuis alors ? 
 <start> he has a tight schedule . <end>, <start> il a un horaire charge . <end>,il a un horaire serre . 
 <start> are you coming to my party ? <end>, <start> venez vous a ma fete ? <end>,venez vous a ma fete ? 
 <start> what prompted you to move out ? <end>, <start> qu est ce qui t a pousse a demenager ? <end>,qu est ce qui t a pousse a demenager ? 
 <start> he wears thick glasses . <end>, <start> il porte des verres epais . <end>,il porte des lunettes epaisses . 
 <start> she looks sad . <end>, <start> elle parait triste . <end>,elle a l air triste . 
" <start> a cup of tea , please . <end>"," <start> une tasse de the , s il vous plait . <end>","une tasse de the , s il vous plait . "
 <start> she advised him not to buy a used car . <end>, <start> elle lui deconseilla d acheter une voiture d occasion . <end>,elle lui recommanda de ne pas acheter de voiture d occasion . 
 <start> i ll never let that happen again . <end>, <start> je ne laisserai jamais cela se reproduire . <end>,je ne laisserai jamais cela se reproduire . 
 <start> i m afraid he won t be here until . <end>, <start> j ai peur qu il ne soit pas la avant heures . <end>,j ai peur qu il ne sera pas la avant heures . 
" <start> while traveling in europe , i was pickpocketed on a train . <end>"," <start> pendant que je voyageais en europe , on m a fait les poches dans un train . <end>","en europe du voyage , j ai ete en retard . "
 <start> could you please kiss a little bit more slowly ? <end>," <start> pourrais tu , s il te plait , embrasser un petit peu plus lentement ? <end>","pourriez vous embrasser un peu plus lentement , s il vous plait ? "
" <start> because of you , i m having problems with my blood pressure . <end>"," <start> a cause de toi , j ai des problemes de pression sanguine . <end>","a cause de toi , j ai des problemes avec mon pression . "
 <start> i don t want to know the truth . <end>, <start> je ne veux pas connaitre la verite . <end>,je ne veux pas connaitre la verite . 
 <start> that box is heavy . <end>, <start> cette boite est lourde . <end>,cette boite est lourde . 
 <start> tom looks a little uncomfortable . <end>, <start> tom semble un peu mal a l aise . <end>,tom a l air un peu mal a l aise . 
 <start> he can run faster than i can . <end>, <start> il peut courir plus vite que moi . <end>,il peut courir plus vite que moi . 
 <start> i need hand lotion . <end>, <start> j ai besoin de lotion pour les mains . <end>,j ai besoin de courir . 
 <start> i m sorry if my being here embarrasses you . <end>, <start> je suis desole si ma presence t embarrasse . <end>,je suis desolee si ma presence t embarrasse . 
 <start> you nearly died . <end>, <start> tu es presque mort . <end>,tu es presque mort . 
 <start> you re not aiming high enough . <end>, <start> vous ne visez pas assez haut . <end>,tu ne vises pas assez haut . 
 <start> i often have bad dreams . <end>, <start> je fais souvent de mauvais reves . <end>,j ai souvent du reves de reves . 
 <start> i m sure tom will do that . <end>, <start> je suis sur que tom le fera . <end>,je suis sure que tom le fera . 
 <start> don t forget . <end>, <start> ne l oubliez pas ! <end>,n oublie pas . 
 <start> can you watch the kids ? <end>, <start> peux tu surveiller les enfants ? <end>,peux tu surveiller les enfants ? 
 <start> i was disappointed . <end>, <start> j etais decue . <end>,j ai ete decu . 
 <start> don t use up all the hot water . <end>, <start> n utilise pas toute l eau chaude . <end>,n utilise pas toute l eau chaude . 
 <start> he was advanced to the rank of general . <end>, <start> il avait ete promu au rang de general . <end>,il a ete avance jusqu a l arriere de general . 
" <start> had he known what was about to happen , he would have changed his plan . <end>"," <start> s il avait su ce qui etait sur le point de se passer , il aurait modifie son plan . <end>","s il avait su ce qui etait sur le point de se passer , il aurait modifie son plan . "
 <start> i never should ve trusted tom . <end>, <start> jamais je n aurais du faire confiance a tom . <end>,je n aurais jamais du faire confiance a tom . 
 <start> i know you ve got a gun . <end>, <start> je sais que vous avez une arme . <end>,je sais que tu as une arme . 
 <start> i was attacked and robbed on my way home . <end>, <start> j ai ete attaque et devalise sur le chemin de la maison . <end>,j ai ete attaque et devalise sur le chemin de la maison . 
 <start> have you ever had a near death experience ? <end>, <start> as tu deja eu une experience de mort imminente ? <end>,as tu deja ete un os proche ? 
 <start> i can t do it alone . you have to help me . <end>, <start> je ne peux le faire seul . il te faut m aider . <end>,je ne peux le faire seul . il vous faut m aider . 
 <start> i m not a thief . <end>, <start> je ne suis pas un voleur . <end>,je ne suis pas un voleur . 
 <start> it sounds good to me . <end>, <start> ca me semble bon . <end>,ca me convient . 
 <start> i m praying for tom . <end>, <start> je prie pour tom . <end>,je prie pour tom . 
 <start> why don t you repaint your house ? <end>, <start> pourquoi ne repeins tu pas ta maison ? <end>,pourquoi ne repeignez vous pas votre maison ? 
 <start> i really don t think that s a good idea . <end>, <start> je ne pense vraiment pas que ce soit une bonne idee . <end>,je ne pense vraiment pas que ca soit une bonne idee . 
 <start> i need an escort . <end>, <start> j ai besoin d une escorte . <end>,j ai besoin d une actrice . 
 <start> they can raise your rent . <end>, <start> ils peuvent augmenter votre loyer . <end>,elles peuvent augmenter votre loyer . 
 <start> i ll miss your cooking . <end>, <start> ta cuisine me manquera . <end>,votre cuisine va me manquer . 
 <start> i really need to be alone right now . <end>," <start> il me faut vraiment etre seul , a l instant . <end>","j ai vraiment besoin de me trouver seul , a l instant . "
 <start> you re either with me or you re against me . <end>," <start> soit vous etes avec moi , soit vous etes contre moi . <end>","vous etes soit avec moi , soit vous etes contre moi . "
 <start> either they don t want to or they can t . <end>," <start> soit elles ne le veulent pas , soit elles ne le peuvent pas . <end>","soit elles ne le veulent pas , soit elles ne le peuvent . "
 <start> i can teach you how to fish . <end>, <start> je peux t apprendre a pecher . <end>,je peux t enseigner a pecher . 
" <start> for me , time is not money . <end>"," <start> pour moi , le temps n est pas de l argent . <end>","pour moi , le temps n est pas de l argent . "
 <start> i ve always loved you . <end>, <start> je vous ai toujours aime . <end>,je t ai toujours aime . 
 <start> i didn t start all this . <end>, <start> ce n est pas moi qui ai commence tout ceci . <end>,je n ai pas commence tout ca . 
 <start> isn t that your dictionary ? <end>, <start> n est ce pas ton dictionnaire ? <end>,n est ce pas ton dictionnaire ? 
 <start> children like climbing trees . <end>, <start> les enfants aiment grimper aux arbres . <end>,les enfants aiment grimper aux arbres . 
 <start> the accident happened before my very eyes . <end>, <start> l accident s est produit sous mes propres yeux . <end>,l accident est survenu avant que mes yeux . 
 <start> have you ever ridden a horse ? <end>, <start> es tu deja monte sur un cheval ? <end>,etes vous jamais monte a cheval ? 
 <start> i m interested in this book . <end>, <start> ce livre m interesse . <end>,je suis interesse par ce livre . 
 <start> i didn t want you to get involved . <end>, <start> je ne voulais pas que tu sois impliquee . <end>,je ne voulais pas que tu sois impliquee . 
 <start> the heat s preventing me from sleeping . <end>, <start> la chaleur m empeche de dormir . <end>,la garde de la chaleur m empeche de dormir . 
 <start> just go back to where you came from . <end>, <start> retourne d ou tu viens . <end>,retourne la ou tu viens . 
 <start> tom isn t sure where to go . <end>, <start> tom n est pas sur d ou aller . <end>,tom n est pas sur de la pour aller . 
 <start> what did they hit you with ? <end>, <start> avec quoi t ont ils frappee ? <end>,avec quoi vous ont ils frappes ? 
 <start> i believe tom can do that . <end>, <start> je pense que tom peut faire cela . <end>,je crois que tom peut faire ca . 
 <start> summer is the season i like best . <end>, <start> l ete est la saison que je prefere . <end>,l ete est la saison que j aime mieux . 
 <start> you are no longer welcome here . <end>, <start> tu n es plus le bienvenu ici . <end>,tu n es plus la bienvenue ici . 
 <start> i don t know what to say . <end>, <start> je ne sais quoi dire . <end>,je ne sais pas quoi dire . 
 <start> are you sure that it was tom ? <end>, <start> etes vous sure que c etait tom ? <end>,es tu sure que c etait tom ? 
 <start> just tell me what you want . <end>, <start> dis moi simplement ce que tu veux . <end>,dites moi juste ce que vous voulez . 
 <start> you can t compete with tom . <end>, <start> vous ne pouvez pas rivaliser avec tom . <end>,vous ne pouvez pas rivaliser avec tom . 
 <start> she always urges him to try new things . <end>, <start> elle le presse toujours d essayer de nouvelles choses . <end>,elle le presse toujours d essayer de nouvelles . 
 <start> this is a very entertaining story . <end>, <start> c est une histoire tres divertissante . <end>,c est une histoire tres divertissante . 
 <start> does this cap belong to you ? <end>, <start> cette casquette vous appartient elle ? <end>,cette casquette vous appartient elle ? 
 <start> you have to choose your own destiny . <end>, <start> il te faut choisir ton propre destin . <end>,il vous faut choisir votre propre destinee . 
 <start> it is good for us to understand other cultures . <end>, <start> c est une bonne chose pour nous de comprendre d autres cultures . <end>,c est bon pour nous de comprendre d autres cultures . 
 <start> it was an uphill struggle . <end>, <start> ca a ete un combat ardu . <end>,ce fut un combat ardu . 
 <start> you always lie to me . <end>, <start> vous me mentez constamment . <end>,tu me mens toujours . 
 <start> i go as often as i can . <end>, <start> j y vais aussi souvent que possible . <end>,je pars aussi souvent que possible . 
 <start> you should get your eyes examined . <end>, <start> tu devrais faire examiner tes yeux . <end>,tu devrais faire examiner tes yeux . 
 <start> you re conceited . <end>, <start> vous etes suffisante . <end>,tu es suffisante . 
 <start> tom is too young for that . <end>, <start> tom est trop jeune pour cela . <end>,tom est trop jeune pour cela . 
 <start> it s five o clock somewhere now . <end>, <start> il est actuellement cinq heures quelque part . <end>,il est actuellement cinq heures quelque part . 
 <start> there is no milk left . <end>, <start> il ne reste plus de lait . <end>,il n y a plus de lait . 
 <start> we ll do whatever it takes to get that done . <end>, <start> nous ferons tout ce qu il faut pour que cela soit fait . <end>,nous ferons tout ce qu il faut pour que ce soit fait . 
 <start> he was born in athens in . <end>, <start> il est ne a athenes en . <end>,il est ne a athenes en . 
 <start> you will have a new sister . <end>, <start> vous aurez une nouvelle s ur . <end>,tu auras une nouvelle s ur . 
 <start> that s what the boss wants . <end>, <start> c est ce que la patronne veut . <end>,c est ce que la patronne veut . 
" <start> if it rains , we will go to the art museum . <end>"," <start> s il pleut , on ira au musee d art . <end>","s il pleut , on ira au musee d art . "
 <start> we considered that . <end>, <start> nous avons songe a ca . <end>,nous avons songe a cela . 
 <start> the family had been sleeping for about two hours when the fire broke out . <end>, <start> ca faisait deux heures que la famille dormait lorsque l incendie se declara . <end>,la famille etait plainte de se plaindre des deux heures lorsque le incendie s est essouffle . 
 <start> is there something in particular that you want to watch ? <end>, <start> y a t il quelque chose de particulier que tu veuilles regarder ? <end>,y a t il quelque chose de particulier que tu veuilles regarder ? 
 <start> i can t take my glasses off . <end>, <start> je ne peux pas retirer mes lunettes . <end>,je ne peux pas enlever mes lunettes . 
 <start> i d like to breast feed my baby . <end>, <start> j aimerais allaiter mon enfant . <end>,j aimerais allaiter mon enfant . 
 <start> the pain in my stomach has gone . <end>, <start> la douleur a mon estomac est partie . <end>,la douleur a mon estomac a disparu . 
 <start> where did this one come from ? <end>, <start> d ou venait celle ci ? <end>,ou est ce qu il venait ? 
 <start> what difference does it make if people are looking at us ? <end>, <start> quelle difference cela fait il si des gens nous regardent ? <end>,quelle difference cela fait il si les gens nous regardent ? 
 <start> hold on a minute . <end>, <start> attends voir ! <end>,attends une minute ! 
 <start> it s a great day . <end>, <start> c est un grand jour . <end>,c est un grand jour . 
" <start> even if it takes me ten years , i am determined to accomplish the job . <end>"," <start> meme si ca me prend dix ans , je suis determine a accomplir ce boulot . <end>","meme si ca me prend dix ans , je suis determine a accomplir ce travail . "
 <start> i think that s tom over there . <end>, <start> je pense que c est tom la bas . <end>,je pense que c est tom la bas . 
 <start> it s time to go to bed . turn off the radio . <end>," <start> il est deja l heure de se coucher , eteignez la radio . <end>","c est l heure de se coucher , eteignez la radio . "
" <start> all of a sudden , i remembered that i couldn t pay for so many books . <end>", <start> tout a coup je me souvins que je ne pouvais pas payer autant de livres . <end>,"tout a coup , je me souvins que je ne pouvais pas payer autant de livres . "
 <start> i can t sleep when i m stressed out . <end>, <start> je ne peux pas dormir quand je suis stressee . <end>,je ne peux pas dormir quand je suis stresse . 
" <start> you don t hear me complaining , do you ? <end>"," <start> tu ne m entends pas me plaindre , n est ce pas ? <end>","vous ne m entendez pas vous plaindre , n est ce pas ? "
 <start> i don t know what we re talking about . <end>, <start> je ne sais pas ce dont nous parlons . <end>,je ne sais pas ce dont nous parlons . 
 <start> i am yours and you are mine . <end>, <start> je suis tien et tu es mien . <end>,je suis tienne et vous etes mienne . 
 <start> you need to be careful . <end>, <start> il faut que vous soyez prudentes . <end>,il te faut faire attention . 
" <start> the more we learn , the more we realize how little we know . <end>"," <start> plus nous apprenons , plus nous prenons conscience du peu que nous savons . <end>","plus nous apprenons , plus nous prenons conscience du peu que nous savons . "
 <start> you really should eat before you leave . <end>, <start> vous devriez vraiment manger avant de partir . <end>,tu devrais vraiment manger avant de partir . 
 <start> huge numbers of soldiers and civilians were killed . <end>, <start> des quantites enormes de soldats et de civils furent tues . <end>,les quantites enormes de soldats et de civils furent tuees . 
 <start> thanks to all of you . <end>, <start> merci a vous tous . <end>,merci a vous toutes . 
 <start> do you think this is real ? <end>, <start> pensez vous que ce soit vrai ? <end>,penses tu que ce soit vrai ? 
 <start> i think that s a problem . <end>, <start> je pense que c est un probleme . <end>,je pense que c est un probleme . 
 <start> the politician was thought to be telling the truth . <end>," <start> du politicien , on supposait , qu il disait la verite . <end>",le politicien a ete cense dire la verite . 
 <start> do i have to attend the party tonight ? <end>, <start> dois je etre present a la soiree de ce soir ? <end>,dois je assister a la fete ce soir ? 
 <start> i walked alone . <end>, <start> j ai marche seul . <end>,j ai chemine seul . 
 <start> i m surprised that tom doesn t speak french . <end>, <start> je suis surprise que tom ne parle pas francais . <end>,je suis surprise que tom ne parle pas francais . 
 <start> she lives in an apartment alone . <end>, <start> elle vit seule en appartement . <end>,elle vit seule dans son appartement . 
 <start> i don t know what your problem is . <end>, <start> je ne sais pas ce qu est votre probleme . <end>,je ne sais pas quel est ton probleme . 
 <start> there s a garden in front of our house . <end>, <start> notre maison est pourvue d un jardin sur sa face avant . <end>,il y a un jardin devant notre maison . 
 <start> i don t accept it . <end>, <start> je ne l accepte pas . <end>,je ne l accepte pas . 
 <start> let s see if tom can help us . <end>, <start> voyons voir si tom peut nous aider . <end>,voyons si tom peut nous aider . 
 <start> tom has done the best he can do . <end>, <start> tom a fait du mieux qu il pouvait . <end>,tom a fait de son mieux . 
 <start> i can t stay long . i have plans . <end>, <start> je ne peux pas rester longtemps . j ai des trucs de prevu . <end>,je ne peux pas rester longtemps . j ai prevu . 
 <start> let s take a minute break . <end>, <start> faisons une pause de dix minutes . <end>,prenons une pause de plus . 
 <start> i wanted you to see that i m not all that bad . <end>, <start> je voulais que tu constates que je ne suis pas si mauvais . <end>,je voulais que tu voies que je ne suis pas si mauvais . 
 <start> there is no way of reaching the island other than by boat . <end>, <start> il n y a aucun moyen d atteindre l ile autre que le bateau . <end>,il n y a aucun moyen d atteindre l ile d ile qu en bateau . 
 <start> i think you did very well . <end>, <start> je pense que tu t en es tres bien sorti . <end>,je pense que tu t en es tres bien sortie . 
 <start> the baby is asleep . <end>, <start> le nourrisson dort . <end>,le bebe est endormi . 
 <start> please bring me a clean knife . <end>," <start> apportez moi un couteau propre , voulez vous ? <end>","apportez moi un couteau propre , s il vous plait . "
 <start> thousands of people were milling around in the square . <end>, <start> la place grouillait de milliers de personnes . <end>,des milliers de personnes furent egaux au restaurant . 
 <start> is one of you tom ? <end>, <start> tom est il l un d entre vous ? <end>,l une de vous est elle ? 
 <start> we made a bargain . <end>, <start> nous avons fait une affaire . <end>,nous avons fait une affaire . 
 <start> you re the teacher . <end>, <start> tu es l instituteur . <end>,tu es la maitresse . 
 <start> why don t we all run ? <end>, <start> pourquoi ne courons nous pas toutes ? <end>,pourquoi ne courons nous pas tous ? 
 <start> i can t believe you re eating what the doctor told you not to eat . <end>, <start> je n arrive pas a croire que vous mangez ce que le medecin vous a prescrit de ne pas manger . <end>,je n arrive pas a croire que tu manges ce que le medecin t a prescrit de ne pas manger . 
 <start> is it my turn ? <end>, <start> est ce mon tour ? <end>,est ce mon tour ? 
" <start> if you don t have enough money , i ll lend you some . <end>"," <start> si tu n as pas assez d argent , je t en preterai . <end>","si tu n as pas assez d argent , je te le preterai . "
 <start> i m a good person . <end>, <start> je suis une bonne personne . <end>,je suis une bonne personne . 
 <start> i d like to go with you . <end>, <start> j aimerais y aller avec toi . <end>,j aimerais y aller avec toi . 
 <start> i have a cold . <end>, <start> j ai un rhume . <end>,j ai un rhume . 
 <start> half the office took a day off . <end>, <start> la moitie du bureau a pris une journee de conge . <end>,la moitie du bureau a pris une journee . 
 <start> it freaks me out . <end>, <start> ca me fout les chocottes . <end>,ca me fait flipper . 
 <start> they chased others away . <end>, <start> ils en chasserent d autres . <end>,ils en chasserent les autres . 
 <start> don t rub it in . <end>, <start> ne le serinez pas ! <end>,ne le serinez pas ! 
 <start> you can take it . <end>, <start> tu peux la prendre . <end>,tu peux le prendre . 
 <start> tom didn t talk about it . <end>, <start> tom n en a pas parle . <end>,tom n en a pas parle . 
 <start> truer words were never spoken . <end>, <start> on n a jamais rien dit de plus vrai . <end>,on n a jamais rien dit de plus vrai . 
 <start> he is all but dead . <end>, <start> il est tout sauf mort . <end>,il est tout sauf mort . 
 <start> who are you working for now ? <end>, <start> pour qui travaillez vous maintenant ? <end>,pour qui travaillez vous desormais ? 
 <start> have you ever tried it ? <end>, <start> l as tu jamais tente ? <end>,l as tu jamais tente ? 
 <start> no one knows what has become of her . <end>, <start> personne ne sait ce qui lui est arrive . <end>,personne ne sait ce qu il est devenu . 
 <start> i just want you to be happy . <end>, <start> je veux simplement que vous soyez heureuse . <end>,je veux juste que tu sois heureux . 
 <start> i can t reach it . <end>, <start> je ne peux pas l atteindre . <end>,je n arrive pas a atteindre le panneau . 
 <start> we were in love . <end>, <start> nous etions amoureux . <end>,nous etions amoureuses . 
 <start> my name is tom and i ll be your server tonight . <end>, <start> je m appelle tom et je serai votre serveur ce soir . <end>,mon nom est tom et moi serez votre elocution ce soir . 
 <start> she puts aside a lot of money . <end>, <start> elle met de cote beaucoup d argent . <end>,elle met de cote beaucoup d argent . 
 <start> what exactly don t you get ? <end>," <start> qu est ce que tu ne piges pas , exactement ? <end>","qu est ce que tu ne captes pas , exactement ? "
 <start> i appreciate the help . <end>, <start> je suis reconnaissant pour votre aide . <end>,j apprecie l aide . 
 <start> i remember when it happened . <end>, <start> je me rappelle quand c est arrive . <end>,je me rappelle quand c est arrive . 
 <start> put the garbage outside . <end>, <start> sors les poubelles ! <end>,sortez les detritus a l exterieur . 
 <start> i still do that . <end>, <start> je le fais toujours . <end>,je le fais encore . 
 <start> are you sure you don t want something to eat ? <end>, <start> etes vous sur de ne pas vouloir manger quelque chose ? <end>,es tu sure de ne pas vouloir manger ? 
 <start> that s correct . <end>, <start> c est juste . <end>,c est exact . 
 <start> what they said to you is exactly the opposite of what they told me yesterday . <end>, <start> ce qu ils t ont dit est exactement le contraire de ce qu ils m ont dit hier . <end>,ce qu ils t ont dit est exactement le contraire de ce qu ils m ont dit hier . 
 <start> i want something to eat . <end>, <start> je veux manger un truc . <end>,je veux manger quelque chose . 
 <start> how did you come by all this money ? <end>, <start> comment etes vous venues en possession de tout cet argent ? <end>,comment etes vous venus en possession de tout cet argent ? 
 <start> it s impossible to change it now . <end>, <start> c est impossible de le changer maintenant . <end>,il est impossible de le changer maintenant . 
 <start> do you want to do this now ? <end>," <start> voulez vous , vous , le faire maintenant ? <end>",voulez vous faire ca maintenant ? 
 <start> what s that sound ? <end>," <start> c est quoi , ce bruit ? <end>",quel est le son ? 
 <start> i wish he would make up his mind one way or other . <end>," <start> je souhaite qu il puisse se decider , d une maniere ou d une autre . <end>",j aimerais qu il puisse se decider a une maniere ou d une autre . 
 <start> you re blocking my view . <end>, <start> tu me bloques la vue . <end>,tu me fais de la vue . 
 <start> they can t hear me either . <end>, <start> elles ne peuvent m entendre non plus . <end>,elles ne peuvent m entendre non plus . 
 <start> i d really like it if we could be friends . <end>, <start> j apprecierais vraiment que nous puissions etre amis . <end>,j apprecierais vraiment que nous puissions etre amies . 
 <start> i felt happy . <end>, <start> je me suis sentie heureuse . <end>,je me suis sentie heureux . 
 <start> don t worry about such a thing . <end>, <start> ne vous faites pas de souci pour une telle chose . <end>,ne te fais pas de souci a propos de ce genre ! 
 <start> men differ from other animals in that they can think and speak . <end>, <start> les hommes different des autres animaux en cela qu ils peuvent penser et parler . <end>,les hommes different des autres animaux dans ce qu ils peuvent penser et parler . 
" <start> in case of emergency , call . <end>"," <start> en cas d urgence , composez le cent dix neuf . <end>","en cas d urgence , composez le . "
 <start> he taught me how to swim . <end>, <start> il m a enseigne a nager . <end>,il m apprit a nager . 
 <start> she wore a pretty hat . <end>, <start> elle portait un joli chapeau . <end>,elle portait un joli chapeau . 
 <start> the house caught fire . <end>, <start> la maison prit feu . <end>,la maison a pris feu . 
 <start> he will make you eat dirt . <end>, <start> il vous fera mordre la poussiere . <end>,il vous fera mordre la poussiere . 
 <start> the fugitive crossed the river . <end>, <start> le fugitif a traverse la riviere . <end>,le fugitif traversa la riviere . 
 <start> an apple fell off the tree . <end>, <start> une pomme tomba de l arbre . <end>,une pomme de l arbre est cassee de l arbre . 
 <start> i had a dentist s appointment this morning . <end>," <start> j ai eu un rendez vous chez le dentiste , ce matin . <end>","j ai eu un rendez vous chez le dentiste , ce matin . "
 <start> she hit him . <end>, <start> elle l a frappe . <end>,elle l a frappe . 
 <start> this place is famous for its scenic beauty . <end>, <start> cet endroit est renomme pour la beaute de ses paysages . <end>,cet endroit est renomme pour la beaute de ses paysages . 
 <start> yakitori is a japanese food . <end>, <start> le yaikitori est un plat japonais . <end>,le yaikitori est un plat japonais . 
 <start> i don t see why not . <end>, <start> je ne vois pas d obstacle . <end>,je ne vois pas pourquoi pas . 
 <start> this is my favorite . <end>, <start> c est ma preferee . <end>,c est mon prefere . 
 <start> i want you to leave me alone . <end>, <start> je veux que tu me laisses tranquille . <end>,je veux que tu me laches seule . 
 <start> are you seriously thinking about selling this on ebay ? <end>, <start> penses tu serieusement a vendre ca sur ebay ? <end>,penses tu serieusement de vendre ca sur ebay ? 
 <start> the train has not arrived yet . <end>, <start> le train n est pas encore arrive . <end>,le train n est pas encore arrive . 
 <start> she waved her hand until the train was out of sight . <end>, <start> elle agita la main jusqu a ce que le train soit hors de vue . <end>,elle fit signe de la main jusqu a son train etait dehors . 
 <start> this is not my first time riding a bicycle . <end>, <start> ce n est pas la premiere fois que je fais du velo . <end>,ce n est pas mon premier temps a faire du velo . 
 <start> you look amazing . <end>, <start> tu as l air resplendissante . <end>,tu as l air resplendissante . 
 <start> i can t stand that guy . <end>, <start> je ne supporte pas ce type . <end>,je ne supporte pas ce type . 
 <start> no one disagreed . <end>, <start> personne n exprima de desaccord . <end>,personne ne fut en desaccord . 
 <start> that s my idea . <end>, <start> c est mon idee . <end>,c est mon idee . 
 <start> i don t agree with this . <end>, <start> je ne suis pas d accord avec ca . <end>,je ne suis pas d accord avec ca . 
 <start> there are two cats sleeping on the bed . <end>, <start> deux chats dormaient sur le lit . <end>,il y a deux chats dormaient sur le lit . 
 <start> i was married at that time . <end>, <start> j etais marie a cette epoque . <end>,j etais mariee a cette epoque . 
 <start> i m glad to see you re happy . <end>, <start> je me rejouis de te voir heureux . <end>,je suis content de te voir heureux . 
 <start> this is by far the tallest building in this city . <end>, <start> c est de loin le plus haut batiment de cette ville . <end>,c est de loin la plus haut batiment de cette ville . 
 <start> everyone was fighting . <end>, <start> tout le monde se battait . <end>,tout le monde etait en train de se battre . 
 <start> how does it help us ? <end>, <start> en quoi est ce que cela nous aide ? <end>,comment ca nous aide ? 
 <start> don t talk to me ! <end>, <start> ne me parle pas ! <end>,ne me parle pas ! 
 <start> i have no idea what to expect . <end>, <start> je n ai aucune idee a quoi m attendre . <end>,je n ai aucune idee a quoi m attendre . 
 <start> he doesn t know much about japan . <end>, <start> il ne sait pas grand chose du japon . <end>,il ne sait pas grand chose du japon . 
 <start> he has some money in the bank . <end>, <start> il a un peu d argent a la banque . <end>,il a un peu d argent en banque . 
 <start> children like fairy tales . <end>, <start> les enfants aiment les contes de fees . <end>,les enfants aiment les contes de fees . 
 <start> you will soon cease to think of her . <end>, <start> bientot tu ne penseras plus a elle . <end>,vous cesseras bientot de songer a elle . 
 <start> what are your pet peeves ? <end>, <start> quels sont vos motifs d irritation favoris ? <end>,quels sont vos motifs d irritation favoris ? 
 <start> i scribbled down his address in the back of my diary . <end>, <start> j ai gribouille son adresse au dos de mon journal . <end>,j ai gribouille son adresse dans le dos de mon journal . 
 <start> have you ever seen her ? <end>, <start> l as tu jamais vue ? <end>,l as tu deja vue ? 
 <start> i think you haven t understood the question . <end>, <start> je crois que tu n as pas compris la question . <end>,je pense que vous n avez pas compris la question . 
 <start> i didn t think i should drive . <end>, <start> je ne pensais pas que je devrais conduire . <end>,je ne pensais pas que je devrais conduire . 
 <start> we had fun with tom . <end>, <start> nous nous sommes amuses avec tom . <end>,nous nous sommes amusees avec tom . 
 <start> i ll put you out of your misery . <end>, <start> je vais mettre fin a ton supplice . <end>,je vais mettre fin a votre supplice . 
 <start> would you be willing to help me clean the garage ? <end>, <start> seriez vous prete a m aider a nettoyer le garage ? <end>,seriez vous disposee a m aider a nettoyer le garage ? 
 <start> tom hopes to visit boston next summer . <end>, <start> tom espere visiter boston l ete prochain . <end>,tom espere visiter boston l ete prochain ete . 
