Phrase_a_traduire,Phrase_traduite,Sortie_modele
i explained the process to him,je lui ai expliqué le processus,je lui ai expliqué le bâtiment
i think you know that's impossible,je pense que tu sais que c'est impossible,je pense que vous savez que c'est impossible
we home schooled all three of our children,nous avons scolarisé nos trois enfants à domicile,nous avons tous trois ans de trois enfants
do you want to see my translations,voulez vous voir mes traductions,veux tu voir mes j'y prie
i don't even like you,je ne vous apprécie même pas,je ne t'aime même pas
who is the girl in the pink dress,qui est la fille à la robe rose ,qui est la fille dans la robe de base
she urged him to study harder,elle l'a exhorté à travailler plus fort,elle l'a choix à étudier plus dur
there's nothing to be done about it,on ne peut rien y faire,il n'y a rien à faire de cela
i sincerely hope not,je ne l'espère sincèrement pas,j'espère que je ne suis pas certain
i consider tom to be my best friend,je considère tom comme mon meilleur ami,je considère tom de mon mieux de mon meilleur ami
i forgot to do something,j'ai oublié de faire quelque chose,j'ai oublié de faire quelque chose
all things considered he is a good teacher,tout bien considéré c'est un bon professeur,tous les choses qu'il a considéré est un bon professeur
she is related to him by marriage,elle lui est apparentée par alliance,elle lui est chez lui
you have got to be kidding,vous plaisantez j'espère,vous devez plaisanter
i just wanted to help the team,je voulais juste aider l'équipe,je voulais juste aider l'équipe
he is a man of faith,c'est un homme de foi,c'est un homme de confiance
i met him while he was in japan,je l'ai rencontré pendant qu'il était au japon,je l'ai rencontré pendant qu'il était au japon
i suppose i'd better leave,je suppose que je ferais mieux de partir,je suppose que je ferais mieux de partir
i want you to leave me alone,je veux que vous me laissiez tranquille,je veux que vous me laisse seul
i can't ignore my commanding officer's orders,je ne peux pas ignorer les ordres de mon officier supérieur,je ne peux pas ignorer mes ordres de mer
can you tell us about your experience in developing technical materials,pouvez vous nous parler de votre expérience dans le développement de matériel technique ,peux tu nous dire à propos de votre expérience dans les combien de vitesse
you should distinguish between right and wrong,tu dois faire la différence entre le bien et le mal,vous devriez faire face à droite et tort
i no longer like you,je ne t'aime plus,je ne vous aime plus
would you like to come in,aimeriez vous entrer,voudriez vous venir
birds have sharp eyes,les oiseaux ont les yeux perçants,les oiseaux ont les yeux
we are traveling on a tight budget,nous voyageons avec un budget serré,nous sommes à voyager par un raté
i was terribly frightened,j'étais très effrayé,j'étais terriblement effrayé
he tends to get upset over nothing,il a tendance à se fâcher pour rien,il a tendance à se mettre dans rien
i disagree,je ne suis pas d'accord,je ne suis pas d'accord
i can see myself in the mirror,je peux me voir dans le miroir,je peux me voir dans le miroir
if you had a time machine which year would you visit,si tu disposais d'une machine à remonter le temps quelle année irais tu visiter,si vous avez eu une machine à l'heure de l'année
i'm sure tom will come tomorrow,je suis sûre que tom viendra demain,je suis sûre que tom viendra demain
a piano is expensive,un piano est cher,un piano est cher
i've loved you since i first met you,je t'aime depuis que je t'ai rencontré pour la première fois,je vous ai aimée depuis la première fois
these windows aren't clean,ces fenêtres ne sont pas propres,ces fenêtres ne sont pas propres
what do you mean by it,que voulez vous ainsi signifier,que voulez vous y dire
you didn't come here alone did you,vous n'êtes pas venu ici seul si,vous n'êtes pas venu ici seul si
he was great,il a été super,il était super
the farmer sowed his field with wheat,l'agriculteur a semé son champ de blé,le départ a monté son retard à pied
why are you angry i'm not angry,« pourquoi es tu en colère » «je ne suis pas en colère »,pourquoi êtes vous en colère je ne suis pas en colère
what was the boy called,comment le garçon s'appelait il,quel était le garçon appelé
get rid of the gun,débarrassez vous du canon,mets toi du arme
do you love my brother more than me,aimez vous mon frère davantage que moi,aimez vous mon frère plus que moi
we all escaped without injury,nous en sommes toutes sortis indemnes,nous nous sommes toutes sortis sans coup
that's a wise decision,c'est une sage décision,c'est une décision sage
i'm not coming back,je ne reviens pas,je ne reviens pas
you must get up a little earlier,tu dois te lever un peu plus tôt,vous devez vous lever un peu plus tôt
she was buried in her hometown,elle fut enterrée dans sa ville natale,elle a été tombée en ville en ville
tom was flirting with mary,tom flirtait avec mary,tom était en train de frapper mary
tom is currently living in boston,tom vit actuellement à boston,tom est actuellement à boston
they gave up their plan to climb mt fuji,ils ont abandonné leur projet d'escalader le mont fuji,ils ont abandonné leur projet pour faire du mont fuji
i can't give this dictionary to anyone,je ne peux pas donner ce dictionnaire à quelqu'un,je ne peux donner ce dictionnaire à qui que ce soit
please put your cigarette out,éteignez votre cigarette s'il vous plaît,veuillez mettre ta colline
you'd better take care of it,vous feriez mieux de vous en occuper,vous feriez mieux de vous en occuper
she is fresh from college so she has no experience,elle vient de sortir de l'école donc elle n'a pas d'expérience,elle est frais de l'école donc elle n'a pas d'expérience
i'm not worried about money,je ne suis pas inquiet pour l'argent,je ne suis pas inquiète d'argent
money cannot buy happiness,l'argent ne peut pas acheter le bonheur,l'argent ne peut pas acheter du bonheur
where have you been all this time,où as tu été tout ce temps,où as tu été tout ce temps
it happened to me about a year ago,ça m'est arrivé il y a environ un an,il m'est arrivé il y a une année
why were you so slow,pourquoi étais tu si lent ,pourquoi étiez vous si lent
he went upstairs to her room,il monta dans sa chambre,il est allé dans sa chambre
i'm in no hurry,je ne suis pas pressée,je ne suis pas pressé
keep it in mind for the next time,garde le en tête pour la prochaine fois,garde le tout à l'esprit pour la prochaine fois
are you falling in love with me,êtes vous en train de tomber amoureux de moi,êtes vous en train de tomber amoureuse de moi
i hate the tie you're wearing,je déteste la cravate que tu portes,je déteste la cravate que vous portez
i'm not a psychic,je ne suis pas devin,je ne suis pas une inspiration
what's the strangest thing you've ever eaten,quelle est la chose la plus étrange que vous ayez jamais mangée,quelle est la chose la plus étrange que vous ayez jamais mangé
if you don't want to miss the train you'd better hurry,si vous ne voulez pas manquer le train vous feriez mieux de vous dépêcher,si vous ne voulez pas rater le train tu ferais mieux
he is playing music,il joue de la musique,il joue de la musique
you must learn from your own mistakes,on doit apprendre de ses propres fautes,vous devez apprendre de vos propres erreurs
he'll be just fine,ça ira très bien pour lui,il ira bien
i own this store,je possède ce magasin,je possède ce magasin
he is not altogether wrong,il n'a pas entièrement tort,il n'est pas complètement mal
i don't sleep anymore,je ne dors plus,je ne dors plus
i didn't sleep all night,je n'ai pas dormi de toute la nuit,je n'ai pas dormi toute la nuit
we didn't hear you come in,nous ne vous avons pas entendue entrer,nous ne t'avons pas entendue entrer
i don't like working on weekends,je n'aime pas travailler le week end,je n'aime pas travailler le week end
it was worth trying,ça valait le coup d'essayer,ça était en train d'essayer
he apologized to the employee,il s'excusa auprès de l'employée,il s'est présenté à bord de l'auteur
a young man asked us if he could succeed as a public speaker,un jeune homme nous demanda s'il pouvait réussir comme orateur,un jeune homme nous demanda s'il pouvait réussir comme un locuteur public
i thought you could use a break,je me suis dit qu'une pause te ferait du bien,je pensais que vous pourriez utiliser une pause
how much is it,combien est ce que ça coûte ,combien est ce
they talked about culture,ils ont parlé de culture,ils ont parlé de la culture
i didn't want to work late but the boss told me that i had to,je ne voulais pas travailler tard mais la patronne m'a dit que je le devais,je ne voulais pas travailler tard mais le patron m'a dit
i expect him to help me,j'attends de lui qu'il m'aide,j'attends de m'aider
do you like the new school better,aimes tu davantage la nouvelle école ,aimez vous le nouveau l'école mieux
he went to boston by car,il est allé à boston en voiture,il est allé à boston en voiture
he died from lack of oxygen,il est mort par manque d'oxygène,il est mort de manque d'oxygène
can i make copies,puis je réaliser des copies,puis je faire des instructions
this is your chance,voici votre chance,c'est ta chance
fishing is fun,pêcher est amusant,la pêche est amusant
mum's the word,motus et bouche cousue,fais un mot
i didn't steal it,je ne l'ai pas dérobé,je ne l'ai pas volé
he speaks chinese fluently,il parle couramment le chinois,il parle chinois
tom will be here every day,tom sera ici tous les jours,tom sera ici tous les jours
they're mine,ils sont à moi,ils sont miens
he has the backing of a certain politician,il jouit de l'appui d'un certain politicien,il a le son compte d'un homme plus chargé
i could never do that sort of thing,ce genre de chose ne m'était encore jamais arrivé,je n'ai jamais pu faire ce genre de choses
are they displayed all through the year,sont ils exposés tout au long de l'année ,sont ils complètement terminé par l'année
i'd be much obliged if you could give me a lift into town,je te serais fort obligée si tu pouvais me conduire en ville,je serais beaucoup en train de me donner une ville
i was afraid that i might hurt his feelings,je craignais de heurter sa sensibilité,je n'avais pas peur de faire ses sentiments
move up to the front please,déplacez vous jusqu'au devant je vous prie,attendez le devant s'il te plaît
i'll be with you in a minute,je suis à vous dans une minute,je serai avec toi dans une minute
are you sure you're not tired,êtes vous sûr de ne pas être fatigué,êtes vous sûres que vous n'êtes pas fatiguée
this shoe is a size bigger,cette chaussure est une taille plus grande,cette valise est une taille plus grande
i accept the offer,j'accepte la proposition,j'accepte l'offre
i don't like that idea much,cette idée ne me plait pas trop,je n'aime pas cette idée
do you have a twin sister,as tu une sœur jumelle,as tu une sœur blanche
when will you get married,quand vous marierez vous ,quand vous serez marié
i thought you were older than me,je pensais que tu étais mon aînée,je pensais que vous étiez plus vieille que moi
i don't need your advice,je n'ai pas besoin de vos conseils,je n'ai pas besoin de vos conseils
i'm not in good shape,je ne suis pas en forme,je ne suis pas en forme
how well can you dance,jusqu'à quel point es tu bonne danseuse,à quelle bonne peux tu danser
i showed my room to him,je lui ai montré ma chambre,je lui ai montré ma chambre
i received your message,j'ai reçu votre message,j'ai reçu ton message
this is my new car,c'est ma nouvelle voiture,c'est ma nouvelle voiture
what do you know about this place,que savez vous de cet endroit ,que connaissez vous cet endroit
you need to be more careful,vous devez être plus prudent,il faut que vous soyez plus prudent
i can't ignore that,je ne peux pas ignorer ça,je ne parviens pas à comprendre cela
let's not panic over this,ne paniquons pas à ce propos,ne nous nous en train de la tête
why don't we talk in your office,pourquoi ne parlons nous pas dans votre bureau,pourquoi ne parlons nous pas dans ton bureau
i'm afraid i don't agree with you,j'ai peur de ne pas être d'accord avec toi,je crains de ne pas être d'accord avec toi
i slept well last night,j'ai bien dormi cette nuit,j'ai bien dormi la nuit dernière
london is among the world's largest cities,londres est l'une des plus grandes villes mondiales,londres est parmi les plus grandes villes
tom was your guitar teacher wasn't he,tom fut votre professeur de guitare n'est ce pas ,tom était ta vie de vie n'est ce pas
hand in your papers,remettez lui vos papiers,remettez vos papiers
he lived an unhappy life,il vécut une vie malheureuse,il a vécu une vie malheureux
where've you been all afternoon,où as tu été toute l'après midi,où as tu été toute l'après midi
she treated him like a king,elle l'a traité comme un roi,elle le fit comme un roi
this is a lot harder than i thought it would be,c'est bien plus dur que je ne le pensais,c'est beaucoup plus dur que je ne le pensais
i became acquainted with your dad yesterday,j'ai fait hier la connaissance de ton papa,je me suis tombé avec ton père hier
i don't really have a choice,je n'ai pas vraiment le choix,je n'ai pas vraiment le choix
he absconded with the money,il disparut avec l'argent,il a tombé avec l'argent
his joke was great,son canular était épatant,sa blague était super
quit sitting on the fence and make a decision,arrête d'hésiter et prend une décision ,arrête de assis sur la clôture et faites une décision
they started picking up stones,elles se sont mises à ramasser des cailloux,ils se sont mis à des pierres
grab as much as you need,empoignez en autant que vous en avez besoin,saisis autant que vous avez besoin
i want you to be my friend,je veux que vous soyez mon ami,je veux que vous soyez mon ami
we heard gunshots,nous avons entendu des détonations,nous avons entendu des coups de feu
i think tom knows what he's doing,je pense que tom sait ce qu'il fait,je pense que tom sait ce qu'il fait
i'll need at least three days to translate that thesis,j'ai besoin d'au moins trois jours pour traduire cette thèse,j'aurai besoin de moins trois jours pour traduire cette affaire
that's why i'm a bachelor,c'est pourquoi je suis célibataire,c'est pourquoi je suis célibataire
tom and mary are talking about what they'll do on valentine's day,tom et mary discutent de ce qu'ils feront pour la saint valentin,tom et mary parlent sur ce qu'ils vont faire des jours de la saint valentin
you don't seem to want to come with us,il ne semble pas que vous veuillez venir avec nous,vous ne semblez pas en venir avec nous
if you spend too much time in the sun without putting on sunscreen you are likely to get a sunburn,si tu passes trop de temps au soleil sans mettre de crème solaire il est probable que tu attrapes un coup de soleil,si vous passez trop de temps au soleil sans la crème solaire vous êtes plus bien de la bienvenue
he gave me clothes as well as food,il me donna aussi bien de quoi me vêtir et de quoi manger,il m'a donné aussi bien que la nourriture
that woman standing over there is the most beautiful woman i've ever seen,la femme qui se tient là bas est la plus belle femme que j'ai jamais vue,cette femme se tient là bas est la plus belle femme que j'ai jamais vue
my brother is good at mathematics,mon frère est fort en mathématiques,mon frère est bon en mathématiques
i won't give them to you,je ne vous les donnerai pas,je ne vous les donnerai pas
i'll get in touch with you next week,je vous contacterai la semaine prochaine,je te tiendrai en contact avec vous la semaine prochaine
you're supposed to help your friends when they're in trouble,tu es supposé aider tes amis lorsqu'ils ont des ennuis,vous êtes censés aider vos amis lorsqu'ils sont dans des ennuis
who invented the piano,qui a inventé le piano,qui a inventé le piano
i haven't seen you for ages,je ne t'ai pas vu depuis une éternité,je ne t'ai pas vu depuis des lustres
open the door,ouvrez la porte,ouvrez la porte
tom tried to leave,tom essaya de partir,tom essaya de partir
air is a mixture of gases,l'air est un mélange de gaz,l'air est un mélange de gaz
the accident has caused many deaths,l'accident a causé la mort de nombreuses personnes,l'accident a causé beaucoup de d'arrêter de terre
i think i broke his heart,je pense lui avoir brisé le cœur,je pense que je me suis cassé le cœur
i feel like an outsider,je me sens comme une pièce rapportée,j'ai l'impression d'être une minute
how's the party going,comment la fête se déroule t elle,comment se déroule la fête
the fuse has blown,le fusible a fondu,le téléphone a sauté
i can't necessarily agree with you on that point,je ne suis pas forcément d'accord avec vous sur ce point,je ne peux pas être d'accord avec toi sur ce point
we need more people like tom,nous avons besoin de plus de gens comme tom,nous avons besoin de plus de gens comme tom
he writes to me less and less often these days,il m'écrit de moins en moins souvent ces jours ci,il me écrit moins et moins souvent ces jours
rice grows in warm climates,le riz pousse sous les climats chauds,le riz est en ce temps chaud
that was embarrassing,c'était embarrassant,c'était mal
the house is empty,la maison est vide,la maison est vide
we're getting old,nous devenons vieux,nous nous sommes vieux
i'm offering you a job,je t'offre un travail,je vous prie de vous conduire un travail
i'm very concerned about her illness,je m'inquiète beaucoup de sa maladie,je suis très inquiet de sa maladie
is there more,y a t il plus ,y a t il davantage
this is someone i want you to meet,c'est quelqu'un que je veux que vous rencontriez,c'est quelqu'un que je veux que vous vous rencontriez
i really like your work,j'apprécie vraiment votre travail,j'aime vraiment ton travail
they're broke,ils sont fauchés,ils sont cassé
tom's warned me about that,tom m'a prévenu là dessus,tom m'a prévenu de cela
i think we should wait,je pense que nous devrions attendre,je pense que nous devrions attendre
tom is lying ill in bed,tom est malade et alité,tom est en train de mentir
i need support,j'ai besoin de soutien,j'ai besoin de soutien
don't you want to know where i was,ne voulez vous pas savoir où j'étais,ne veux tu pas savoir où j'étais
her sister looks young,sa sœur a l'air jeune,sa sœur a l'air jeune
put your hands up in the air,levez les mains en l'air,mettez les mains en l'air
his parents approve of the engagement,ses parents approuvent les fiançailles,ses parents ont tiré sur les fiançailles
tom ate a gluten free pretzel,tom a mangé un bretzel sans gluten,tom a mangé un seul état sans arrêt
i feel great and i feel healthy,je me sens bien et je me sens en bonne santé,je me sens très bien et je me sens en bonne santé
i like your car,j'aime votre auto,j'aime ta voiture
i made a bet that she would win the game,j'ai parié qu'elle gagnerait la partie,j'ai fait une curiosité elle gagne le jeu
i think you know that's not a good idea,je pense que tu sais que ce n'est pas une bonne idée,je pense que vous savez que ce n'est pas une bonne idée
the police have arrested someone,la police a arrêté quelqu'un,la police a arrêté quelqu'un
i think i know what this is,je pense savoir ce que c'est,je pense savoir ce que c'est
do you still have feelings for him,éprouves tu toujours des sentiments à son endroit,éprouves tu toujours des sentiments pour lui
the plane crashed,l'avion s'écrasa,l'avion a été
i have enjoyed myself very much,je me suis bien amusé,j'ai beaucoup apprécié
i dropped my earring,j'ai fait tomber ma boucle d'oreille,j'ai laissé ma boucle d'oreille
if we hurry we'll make it,si nous nous dépêchons ce sera bon,si nous nous nous nous le fassions
have you ever kissed another girl,avez vous déjà embrassé une autre fille,as tu jamais embrassé une autre fille
i often do that for tom,je le fais souvent pour tom,je fais souvent cela
he wiped his nose on his sleeve,il essuya la morve sur sa manche,il essuya son nez sur sa manche
did she have a hard time,a t elle eu du fil à retordre,a t elle pris une difficile de temps
your dreams have come true,tes rêves sont devenus réalité,vos rêves sont mariés
i want to be with you,je veux être avec toi,je veux être avec toi
what's that your wearing,c'est quoi ce que tu portes,quel est ce que tu portes
i canceled my hotel reservations and stayed with friends,j'ai annulé ma réservation d'hôtel et j'ai séjourné chez des amis,j'ai annulé mes études et resta amis en l'air
he'll return at six,il reviendra à six heures,il reviendra à six heures
it's been five years since my father died,cela fait cinq ans que mon père est décédé,il fait cinq ans que mon père est mort
that's not uncommon,ce n'est pas inhabituel,ce n'est pas si grossier
thanks for coming over tonight,merci d'être venu ce soir,merci de venir ce soir
the conference is to be held in tokyo the day after tomorrow,la conférence aura lieu à tokyo après demain,la conférence est en train de se mettre à tokyo après demain
i ordered fries too,j'ai également commandé des frites,j'ai commandé trop des chaussettes
i didn't say it wasn't ok to eat,je n'ai pas dit que c'était mal de manger,je n'ai pas dit que ça ne se trouvait pas manger
i wish i had more friends,si seulement j'avais plus d'amies,j'aimerais avoir plus d'amis
the spaceship made a perfect landing,la vaisseau spatial a effectué un atterrissage parfait,le programme a fait un but parfait
do you think so,penses tu la même chose ,pensez vous
drink some water,bois de l'eau,bois de l'eau
i've never stolen anything in my life,je n’ai jamais rien volé de ma vie,je n'ai jamais rien volé dans ma vie
the book was so gripping i could hardly put it down,le bouquin était tellement captivant que j'ai à peine pu le poser,le livre était tellement fait que je pourrais le mettre à peine
i'm all confused,je suis très désorienté,je suis tout perplexe
i went a different way,je suis venu par un autre chemin,je suis allé une façon différente
she lived up to our expectations,elle s'est montrée à la hauteur de nos espérances,elle a vécu à nos genoux
what time did you wake up this morning,à quelle heure vous êtes vous réveillées ce matin ,à quelle heure vous êtes vous réveillée ce matin
my hair is greasy,mes cheveux sont gras,mes cheveux sont en l'air
you're famous,vous êtes connu,vous êtes célèbre
mathematics is her weak point,les mathématiques sont son point faible,les mathématiques sont ses raisons
you didn't say that before,vous n'avez pas dit cela auparavant,vous n'avez pas dit cela auparavant
are you an idiot or what,mais t'es con ou quoi,êtes vous un idiot ou
i want to spend the rest of my life with you,je veux passer le reste de ma vie avec toi,je veux passer le reste de ma vie avec vous
i never thought it would happen to me,je n'ai jamais pensé que ça m'arriverait,je n'ai jamais pensé que ça me produise
i can wait no longer,je ne peux pas attendre plus longtemps,je ne peux attendre plus longtemps
the gate is closed at eight,la porte est fermée à huit heures,la porte est fermée à huit heures
they regarded him as the best doctor in town,ils le considéraient comme le meilleur médecin de la ville,ils l'ont considéré comme le meilleur médecin
can you give me an example,peux tu me fournir un exemple ,peux tu me donner un exemple
i'd like to go with you,j'aimerais m'y rendre avec vous,j'aimerais y aller avec vous
i'd like you to look after my dog during my absence,j'aimerais que vous vous occupiez de ma chienne durant mon absence,j'aimerais que vous ressemblez à mon chien pendant mon absence
we're unemployed,nous sommes dépourvus d'emplois,nous sommes en train de partir
did anyone else help you,qui que ce soit d'autre t'a t il aidé,quiconque t'a t il aidé
i'm not that kind of girl,je ne suis pas cette sorte de fille,je ne suis pas si gentil de fille
didn't you hear her speaking french,l'avez vous entendue parler français ,ne l'as tu pas entendu parler français
i was deeply impressed by his speech,j'étais très impressionné par son discours,j'étais très impressionné par son discours
this is room 839,c'est la salle 839,c'est une chambre maternelle
i just want to talk,je veux juste discuter,je veux simplement parler
i don't want to go to school,je n'ai pas envie d'aller à l'école,je ne veux pas aller à l'école
why doesn't anybody help you,pourquoi personne ne vous aide ,pourquoi personne ne vous aide t il
it looked like no one could stop president reagan,il semblait que personne ne pouvait arrêter le président reagan,il semblait que personne ne pouvait arrêter le président
i hope the weather will be fine tomorrow,j'espère qu'il fera beau demain,j'espère que le temps sera beau demain
come soon,venez bientôt,viens bientôt
tom walks quickly,tom marche vite,tom marche vite
do you like school,aimes tu l'école,aimez vous l'école
hold your breath please,retiens ta respiration s'il te plait,garde ton souffle
don't you think it went great,ne pensez vous pas que ça se soit très bien passé,ne pensez vous pas que ça soit super
it is one of the biggest summer music festivals,c'est l'un des plus gros festivals de musique en été,c'est l'un des plus grand du plus l'été
the chicken is overcooked,le poulet est trop cuit,le poulet est meilleur
there is almost no water in this bottle,il n'y a presque pas d'eau dans cette bouteille,il n'y a presque personne d'eau dans cette bouteille
i can't give you this,je ne peux pas vous donner ceci,je ne peux pas te donner ceci
few people know the true meaning,peu de gens savent ce que cela veut réellement dire,peu de gens savent la vérité
they stayed in the room with me for the whole night,elles sont restées dans la pièce avec moi toute la nuit durant,ils sont restés dans la pièce avec moi toute la nuit
i'm not going to name names,je ne vais pas livrer de noms,je ne vais pas regarder les noms
tom told the police everything he knew,tom a dit tout ce qu'il savait à la police,tom a dit tout ce qu'il savait qu'il connaissait
when he saw her letter he felt somewhat uneasy,lorsqu'il vit sa lettre il se sentit un peu mal à l'aise,lorsqu'il vit sa lettre il se sentit quelque chose de mal à l'aise
quit talking will you,arrêtez de parler voulez vous ,arrête de parler voulez vous
i think tom wants something to eat,je pense que tom veut quelque chose à manger,je pense que tom veut manger quelque chose
tom is too tired to do anything,tom est trop fatigué pour faire quoi que ce soit,tom est trop fatigué pour faire quoi que ce soit
the leaves on trees have turned red,sur les arbres les feuilles sont devenues rouges,les feuilles sur les arbres sont rouges
i was threatened,j'ai été menacée,j'étais menacé
tom has a stomachache and he feels dizzy,tom a mal à l'estomac et il a des vertiges,tom a une garde de mal et se sent la tête
i think tom will tell you the truth,je pense que tom vous dira la vérité,je pense que tom te dira la vérité
the child is dirty,l'enfant est sale,l'enfant est sale
i'm happy to see you here,je suis heureux de vous voir ici,je suis heureux de te voir ici
i feel very relaxed,je me sens très détendue,je me sens très détendu
it is cruel of him to say such things to her,c'est cruel de sa part que de lui dire de telles choses,il est cruel de lui dire de telles choses
we have to talk about this,nous devons parler de ceci,nous devons en parler
no matter where i go i get lost,où que j'aille je m'égare,peu importe que je me rends perdu
they arrived at the foot of the mountain,ils sont arrivés au pied de la montagne,ils arrivèrent au pied de la montagne
they're too fat,elles sont trop grosses,ils sont trop gros
no matter how fast you run you won't catch up with him,aussi vite que tu coures tu ne le rattraperas pas,peu importe combien vous ne vous faites pas pour le faire
we're all retired,nous sommes toutes retraitées,nous sommes toutes à la retraite
i will have to help them,il me faudra les aider,je dois les aider
don't eat the oysters,ne mangez pas les huîtres,ne mangez pas les notes
keep driving,roule,continue à conduire
do you drink alcohol,buvez vous de l'alcool,buvez vous de l'alcool
she should have bought a used car,elle aurait dû s'acheter une voiture d'occasion,elle aurait dû acheter une voiture
have a piece of pie,prenez une part de tarte,fais une part de souris
are you hungry now,as tu faim maintenant ,as tu faim maintenant
the door was wide open,la porte était grande ouverte,la porte était tout en l'air ouverte
get up early or you'll be late,lève toi tôt sinon tu seras en retard,monte tôt ou vous serez en retard
whose turn is it next,à qui est ce le tour ,à qui est le prochain arrêt
women are beautiful,les femmes sont belles,les femmes sont belles
i don't agree with your methods at all,je ne suis pas du tout d'accord avec vos méthodes,je ne suis pas d'accord avec votre garde du tout
let's drop by his house,passons chez lui,laissons tomber sa maison
i was absolutely right,j'avais parfaitement raison,je me suis absolument raison
back off,retire toi ,retourne
i think it's dangerous to climb a mountain on a day when it's stormy,je crois que c'est dangereux d'escalader une montagne un jour de tempête,je pense qu'il est dangereux de grimper à une montagne quand il est arrivé
my father will be back at the beginning of next month,mon père reviendra au début du mois prochain,mon père sera de retour au début du mois prochain
are there any questions,y a t il la moindre question,y a t il des questions
she needed some money to buy something to feed her dog,elle avait besoin d'argent pour acheter quelque chose à manger à son chien,elle avait besoin d'argent pour acheter quelque chose à nourrir son chien
he became famous all over the world,il est devenu célèbre dans le monde entier,il est devenu célèbre au monde
i'm definitely impressed,je suis fort impressionné,je suis très impressionnée
you should get your eyes examined,tu devrais faire examiner tes yeux,vous devriez faire examiner vos yeux
you're overworked,tu es surmené,vous êtes élégant
democracy is one form of government,la démocratie est une forme de gouvernement,la production est un plaisir de gouvernement
she has been looking after her sick sister for ten years,elle s'est occupée de sa sœur malade pendant dix ans,elle a son temps à son honnêteté pendant dix ans
i've got blisters on my feet,j'ai des ampoules aux pieds,j'ai des côtés mes pieds
he knows us very well,il nous connaît très bien,il nous sait très bien
who are you voting for,pour qui votes tu ,qui es tu en train de siffler
it'd be better if you didn't come today,il serait préférable que tu ne viennes pas aujourd'hui,il serait meilleur si vous ne êtes pas venu aujourd'hui
we flew across the atlantic,nous avons volé au dessus de l'atlantique,nous avons monté à travers le siège
why don't you tell me what happened last night,pourquoi ne me dis tu pas ce qui s'est passé hier au soir,pourquoi ne me dis tu pas ce qui s'est passé la nuit dernière
you don't have to be so sarcastic,vous n'êtes pas obligé d'être sarcastique,vous n'êtes pas obligée d'être si élégant
you tried to stop tom from doing that didn't you,vous avez essayé d'empêcher tom de faire ça n'est ce pas,vous avez essayé de arrêter tom de faire ça n'est ce pas
i'm not ready to die,je ne suis pas prête à mourir,je ne suis pas prête à mourir
i'd like to put on some clothes,j'aimerais mettre quelques vêtements,j'aimerais mettre quelques vêtements
enjoy it while you can,profites en tant que tu peux,prends plaisir pendant que vous pouvez
you have a great imagination,vous êtes dotée d'une grande imagination,vous avez une grande imagination
your face is always dirty,ton visage est tout le temps sale,votre visage est toujours sale
we usually sleep in this room,on dort habituellement dans cette chambre,nous dors habituellement dans cette pièce
tom has lots of money,tom a beaucoup d'argent,tom a beaucoup d'argent
i'm going to miss you too,tu vas aussi me manquer,je vais vous manquer
tom seemed genuinely surprised when i told him that mary had left town,tom semblait sincèrement surpris quand je lui ai dit que mary avait quitté la ville,tom semblait surpris quand je lui ai dit que mary avait laissé la ville
i must have made a mistake,j'ai dû faire une erreur,il me faut avoir commis une erreur
i was just wondering how you guys ever got talking about this topic,je me demandais juste comment vous avez pu en arriver à ce sujet,je me demandais juste combien tu as jamais parlé de ce sujet
i have someone i want you to meet,il y a quelqu'un que je veux que vous rencontriez,j'ai quelqu'un que je veux que vous vous rencontriez
i hate seeing you like this,je déteste te voir ainsi,je déteste vous voir ainsi
have you finished your homework,as tu fini tes devoirs,as tu fini tes devoirs
at first i mistook him for your brother,au premier abord je l'ai pris pour votre frère,au premier je l'ai pris pour ton frère
who is this boy,qui est ce garçon,qui est ce garçon
he was found lying unconscious on the kitchen floor,on le retrouva étalé et inconscient sur le sol de la cuisine,il a été trouvée sur la cuisine sur le sol
it can be improved,ça peut être amélioré,il se peut être amélioré
i will act on your advice,j'agirai selon vos conseils,je te tiendrai vos conseils
i want to make a complaint,je veux porter plainte,je veux faire une plainte
during the war we had to do without sugar,pendant la guerre nous devions nous passer de sucre,pendant la guerre nous devons faire sans sucre
tom wished he could've stayed longer,tom aurait souhaité pouvoir rester plus longtemps,tom aurait pu rester plus longtemps
she had a basket full of apples,elle avait un panier rempli de pommes,elle a eu un panier plein de pommes
admission was free,l'entrée était gratuite,fermez était libre
you are imagining things,ce sont des idées que tu te fais,vous êtes en train de m'excuser
she didn't want him to go overseas,elle ne voulait pas qu'il se rende outre mer,elle ne voulait pas qu'il aille à l'étranger
i had a similar experience,j'ai fait une expérience semblable,j'ai eu une expérience
i don't think you would do that,je ne pense pas que vous feriez cela,je ne pense pas que vous le ferez
i've already said yes,j'ai déjà dit oui,j'ai déjà dit oui
would you like that,aimerais tu cela,voudriez vous cela
see you later,on se voit plus tard,vois tu plus tard
who are you talking about,de qui parles tu ,à qui parlez vous 
i got up at 4 00 ate some food then went back to sleep,je me suis levé à quatre heures ai mangé un peu de nourriture et puis suis retourné dormir,je me suis levé à quatre heures et est revenu alors est revenu
he was acquitted,il a été acquitté,il était évident
tom is a cold hearted murderer,tom est un tueur de sang froid,tom est un rhume de nombreux change de manière
the event made him famous,l'incident l'a rendu célèbre,l'homme le fit célèbre
