Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> everyone is here now . <end>," <start> tout le monde est la , maintenant . <end>","tout le monde est ici , maintenant . "
 <start> why don t you tell me about it ? <end>, <start> pourquoi ne m en parlez vous pas ? <end>,pourquoi ne m en parles tu pas ? 
 <start> he denied the rumor . <end>, <start> il nia la rumeur . <end>,il refuta la rumeur . 
 <start> we went for a walk . <end>, <start> nous avons fait une promenade . <end>,nous sommes alles effectuer une promenade . 
 <start> there wasn t any special hurry . <end>, <start> il n y avait pas d urgence particuliere . <end>,il n y avait aucune urgence particuliere . 
 <start> i don t compromise . <end>, <start> je ne transige pas . <end>,je ne transige pas . 
 <start> the girl i told you about lives in kyoto . <end>, <start> la fille dont je t ai parle habite kyoto . <end>,la fille dont la jeune fille vous a parle habite kyoto . 
 <start> he passed the test as was expected . <end>, <start> il a reussi le test comme prevu . <end>,il a reussi le test tandis qu il s attendait . 
 <start> tom didn t feel like playing golf . <end>, <start> tom n avait pas envie de jouer au golf . <end>,tom n avait pas l impression de jouer au golf . 
 <start> have you seen my glasses anywhere ? <end>, <start> as tu vu mes lunettes quelque part ? <end>,avez vous vu mes lunettes quelque part ? 
 <start> you drink too much coffee . <end>, <start> tu bois trop de cafe . <end>,tu bois trop de cafe . 
" <start> it being sunday , the shop was closed . <end>"," <start> comme c etait dimanche , le magasin etait ferme . <end>","c est dimanche , le magasin etait ferme . "
 <start> we ll sort this out tomorrow . <end>, <start> nous reglerons cela demain . <end>,nous reglerons cela demain . 
 <start> i m aware of the possibility . <end>, <start> je suis conscient de la possibilite . <end>,je suis consciente de la possibilite . 
 <start> is this the key you are looking for ? <end>, <start> est ce la cle que tu cherches ? <end>,est ce la cle que tu cherches ? 
 <start> i didn t recognize it at first . <end>," <start> je ne l ai pas reconnu , initialement . <end>","je ne l ai pas reconnu , a la premiere fois . "
 <start> i don t know how else to say it . <end>, <start> je ne sais pas comment le dire autrement . <end>,je ne sais pas comment le dire autrement . 
 <start> i write poems in my free time . <end>, <start> j ecris des poemes pendant mon temps libre . <end>,j ecris des poemes dans mon temps libre . 
 <start> did you have a piano lesson that day ? <end>, <start> aviez vous une lecon de piano ce jour la ? <end>,avez vous eu un cours de piano ce jour la ? 
 <start> i can t accept this gift . <end>, <start> je ne peux pas accepter ce cadeau . <end>,je ne peux pas accepter ce cadeau . 
" <start> no matter how rich you are , you can t buy true love . <end>"," <start> qu importe combien on est riche , on ne peut acquerir le veritable amour . <end>",qu importe leur richesse a l on ne peut acquerir le veritable amour . 
 <start> i go to boston once a month . <end>, <start> je vais a boston une fois par mois . <end>,je vais a boston une fois par mois . 
" <start> thanks to his advice , i have saved a lot of money . <end>"," <start> grace a ses conseils , j ai economise beaucoup d argent . <end>","grace a son conseil , j ai economise beaucoup d argent . "
 <start> never in my wildest dreams did i ever think you d go out with me . <end>," <start> jamais , dans mes reves les plus fous , je n avais pense que tu sortirais avec moi . <end>",jamais dans mes reves les plus fous que tu sortirais avec moi . 
 <start> there s a way to do it . <end>, <start> il y a une maniere de le faire . <end>,il y a un moyen de faire ca . 
 <start> just a moment . i haven t made up my mind yet . <end>, <start> juste un instant . je ne me suis pas encore decide . <end>,juste un instant ! je n ai pas encore reflechi . 
 <start> a few were drunk most of the time . <end>, <start> quelques uns etaient souls la plupart du temps . <end>,quelques uns etaient souls la plupart du temps . 
 <start> i should head out . <end>, <start> je devrais sortir . <end>,je devrais sortir . 
 <start> we wish you a pleasant flight . <end>, <start> nous vous souhaitons un vol agreable . <end>,nous te souhaitons un vol agreable . 
" <start> tom told a joke , but nobody laughed . <end>"," <start> tom raconta une blague , mais personne ne rit . <end>","tom a raconte une blague , mais personne ne rit . "
 <start> many of the prisoners were decapitated . <end>, <start> nombre de prisonniers furent decapites . <end>,de nombreux prisonniers ont ete decapites . 
 <start> don t let the cat escape . close the door ! <end>, <start> ne laissez pas le chat s echapper ! fermez la porte ! <end>,ne laissez pas le chat s echapper ! fermez la porte ! 
" <start> when i grow up , i want to be just like you . <end>"," <start> quand je serai grand , je veux etre exactement comme vous . <end>","lorsque je serai grand , je veux etre exactement comme toi . "
 <start> tom is waiting for you in his office . <end>, <start> tom t attend dans son bureau . <end>,tom t attend dans son bureau . 
 <start> that s not very nice . <end>, <start> ce n est pas tres sympa . <end>,ce n est pas tres gentil . 
 <start> i have never seen anything like it . <end>, <start> je n ai jamais vu quoi que ce soit de semblable . <end>,je n ai jamais rien vu de tel . 
 <start> i really have to go . <end>, <start> il me faut vraiment m en aller . <end>,il me faut vraiment y aller . 
 <start> tom has written many magazine articles on whales . <end>, <start> tom a ecrit de nombreux articles de magazine sur les baleines . <end>,tom a ecrit de nombreux articles sur le baleines . 
 <start> i can pick out only two or three constellations in the night sky . <end>, <start> je n arrive a trouver que deux ou trois constellations dans le ciel nocturne . <end>,je peux sortir que deux ou trois constellations dans le ciel nocturne . 
 <start> he lost his sight in the accident . <end>, <start> il a perdu la vue dans l accident . <end>,il a perdu son vue dans l accident . 
 <start> is there something in particular that you re looking for ? <end>, <start> y a t il quelque chose de particulier que tu recherches ? <end>,y a t il quelque chose de particulier que vous recherchiez ? 
 <start> i m sure that s wrong . <end>, <start> je suis sur que c est mal . <end>,je suis sur que c est faux . 
 <start> he always puts himself first . <end>, <start> il se place toujours en premier . <end>,il se rend toujours en premier . 
 <start> what s your favorite movie ? <end>, <start> quel est votre film prefere ? <end>,quel est ton film prefere ? 
 <start> have there been any signs of the missing children ? <end>, <start> y a t il eu le moindre signe des enfants disparus ? <end>,y a t il eu le moindre signe des enfants disparus ? 
 <start> i had no idea you could speak french . <end>, <start> je n avais pas idee que tu savais parler le francais . <end>,je n avais pas idee que vous saviez parler francais . 
 <start> a crowd soon gathered around the fire engine . <end>, <start> la foule se rassembla bientot autour du camion de pompier . <end>,bientot une foule se rassembla bientot autour du camion de pompier . 
 <start> some children are swimming in the sea . <end>, <start> quelques enfants nagent dans la mer . <end>,quelques enfants nagent dans la mer . 
 <start> i know almost nothing about it . <end>, <start> je ne sais presque rien sur ca . <end>,je ne sais presque rien de ca . 
 <start> are you finished with your work ? <end>, <start> avez vous fini votre travail ? <end>,avez vous termine votre travail ? 
 <start> i only hope we re not too late . <end>, <start> j espere seulement que nous ne sommes pas trop en retard . <end>,j espere seulement que nous ne sommes pas trop en retard . 
 <start> who is your favorite player ? <end>, <start> quel est ton instrumentiste prefere ? <end>,quel est ton joueur prefere ? 
 <start> don t you like fish ? <end>, <start> vous n aimez pas le poisson ? <end>,n aimes tu pas le poisson ? 
 <start> i got the ticket for nothing . <end>, <start> j ai eu le billet pour trois fois rien . <end>,je suis monte le ticket pour rien . 
 <start> i d like to get married to someone like you . <end>, <start> j aimerais epouser quelqu un comme toi . <end>,j aimerais m marier a quelqu un comme toi . 
 <start> that has nothing to do with him . <end>, <start> ca n a rien a voir avec lui . <end>,cela n a rien a voir avec lui . 
 <start> i forgot the book . <end>, <start> j ai oublie le livre . <end>,j ai oublie le livre . 
 <start> tom asked me to cut his hair . <end>, <start> tom m a demande de lui couper les cheveux . <end>,tom m a demande de lui couper les cheveux . 
 <start> some newspapers distorted the news . <end>, <start> certains journaux deformerent la verite . <end>,certains journaux ont deforme la nouvelle de la nouvelle . 
 <start> i ve never seen you laugh . <end>, <start> je ne t ai jamais vue rire . <end>,je ne vous ai jamais vue rire . 
 <start> have you fixed the thermostat ? <end>, <start> avez vous repare le thermostat ? <end>,avez vous repare le thermostat ? 
 <start> they clung together for warmth . <end>, <start> ils se cramponnerent l un a l autre pour conserver leur chaleur . <end>,ils se cramponnerent l une a l autre pour garder leur chaleur . 
 <start> that bicycle over there is my brother s . <end>, <start> le velo qui est la est a mon frere . <end>,ce velo la bas est a mon frere . 
 <start> tom doesn t know when mary will come . <end>, <start> tom ne sait pas quand marie viendra . <end>,tom ne sait pas quand mary viendra . 
 <start> when did this come about ? <end>, <start> quand est ce survenu ? <end>,quand est ce arrive ? 
 <start> we postponed the event . <end>, <start> nous remimes l evenement a plus tard . <end>,nous portons la manifestation . 
 <start> does it hurt when you chew ? <end>, <start> cela fait il mal lorsque vous machez ? <end>,cela fait il mal ou vous machez ? 
 <start> i d like to ask one or two questions myself . <end>, <start> j aimerais poser une ou deux questions par moi meme . <end>,j aimerais poser une ou deux questions a deux reprises . 
 <start> i cannot lend this book to you . <end>, <start> je ne peux pas te preter ce livre . <end>,je ne peux pas te preter ce livre . 
 <start> the water has boiled away . <end>, <start> l eau s est evaporee . <end>,l eau s est evaporee . 
 <start> the nurses were very nice to me . <end>, <start> les infirmieres ont ete tres gentilles avec moi . <end>,les infirmieres ont ete tres gentilles pour moi . 
 <start> i enjoy working here . <end>, <start> j apprecie de travailler ici . <end>,j apprecie de travailler ici . 
 <start> i don t really think there ll be any trouble . <end>, <start> je ne pense pas vraiment qu il y aura le moindre probleme . <end>,je ne pense pas vraiment qu il y aura un probleme . 
 <start> i don t think i realized how much i loved you . <end>, <start> je ne pense pas avoir realise a quel point je t aimais . <end>,je ne pense pas avoir pris conscience de combien je t aimais . 
 <start> these flowers grow in warm countries . <end>, <start> ces fleurs poussent dans les pays chauds . <end>,ces fleurs poussent dans les pays chauds . 
 <start> she gave me a meaningful look . <end>, <start> elle m a lance un regard plein de signification . <end>,elle m a lance un regard plein de signification . 
 <start> i m playing with my friends . <end>, <start> je joue avec mes amies . <end>,je joue avec mes amies . 
 <start> don t forget that tom still loves you . <end>, <start> n oublie pas tom t aime encore . <end>,n oublie pas que tom t aime toujours . 
 <start> no amount of training can prepare you for this . <end>, <start> aucun entrainement ne peut nous preparer a cela . <end>,aucun entrainement peut nous preparer a ceci . 
 <start> she made a mess of the work . <end>, <start> elle a gache le boulot . <end>,elle a confectionne la pagaille . 
 <start> please turn off the light . <end>, <start> eteignez la lumiere s il vous plait . <end>,eteignez la lumiere s il vous plait . 
 <start> my children rarely go outside . <end>, <start> mes enfants vont rarement a l exterieur . <end>,mes enfants vont rarement dehors . 
 <start> i have no time . <end>, <start> je n ai pas le temps . <end>,je n ai pas le temps . 
 <start> tom tightened the knot . <end>, <start> tom a resserre le n ud . <end>,tom a fixe la n . 
 <start> two times seven is fourteen . <end>, <start> deux fois sept font quatorze . <end>,deux fois sept font quatorze . 
 <start> do you like going to school ? <end>, <start> aimez vous aller a l ecole ? <end>,aimes tu aller l ecole ? 
 <start> i got lucky . <end>, <start> j ai eu de la chance . <end>,j ai eu de la chance . 
 <start> just give me the gun . <end>, <start> donnez moi juste le pistolet . <end>,donnez moi juste le pistolet . 
 <start> eventually the salesman persuaded me to buy the expensive machine . <end>," <start> finalement , le vendeur m a convaincu d acheter la machine la plus chere . <end>","finalement , le vendeur m a fait acheter la machine la plus chere . "
 <start> i m used to it . <end>, <start> j y suis habitue . <end>,je suis habitue a ca . 
 <start> she invited him in for a cup of coffee . <end>, <start> elle l invita a entrer prendre une tasse de cafe . <end>,elle l a invite a entrer prendre une tasse de cafe . 
 <start> the chinese are a hard working people . <end>, <start> les chinois forment un peuple tres travailleur . <end>,les chinois sont un travailleur labeur . 
 <start> i ve only used it once . <end>, <start> je l ai utilise seulement une fois . <end>,je n ai pris qu une seule fois . 
 <start> she is beautiful like her mother . <end>, <start> elle est belle comme sa mere . <end>,elle est belle comme sa mere . 
 <start> we re both planning to be at your party . <end>, <start> nous avons tous les deux l intention d etre a ta fete . <end>,nous avons toutes les deux l intention d etre a votre fete . 
 <start> i find it difficult to believe that . <end>, <start> je trouve que c est difficile a croire . <end>,je trouve cela difficile a croire cela . 
 <start> he didn t want to sell the book . <end>, <start> il n a pas voulu vendre l ouvrage . <end>,il ne voulait pas vendre le livre . 
 <start> i don t know why you don t like tom . <end>, <start> je ne sais pas pourquoi vous n aimez pas tom . <end>,j ignore pourquoi tu n aimes pas tom . 
 <start> i m not the one who should be doing this . <end>, <start> je ne suis pas celle qui devrait faire ceci . <end>,je ne suis pas celui qui devrait faire ca . 
 <start> i didn t even think that was possible . <end>, <start> je ne pensais meme pas cela possible . <end>,je ne pensais meme pas que ce soit possible . 
 <start> i think you ve gone too far . <end>, <start> je pense que vous etes alles trop loin . <end>,je pense que vous etes alles trop loin . 
 <start> never in my wildest dreams did i ever think that something like this would happen . <end>," <start> jamais , dans mes reves les plus fous , n ai je pense que quelque chose de tel surviendrait . <end>",dans mes reves les plus fous que n ai pense que quelque chose surviendrait . 
 <start> i don t want to tell my girlfriend that . <end>, <start> je ne veux pas le dire a ma petite amie . <end>,je ne veux pas dire a ma petite amie . 
 <start> don t be so careless ! <end>, <start> ne soyez pas si negligents ! <end>,ne sois pas si negligente ! 
 <start> tom says that he never dreams . <end>, <start> tom dit qu il ne reve jamais . <end>,tom dit qu il ne reve jamais de reves . 
 <start> what did you open it with ? <end>, <start> avec quoi l as tu ouvert ? <end>,avec quoi l as tu ouverte ? 
 <start> we wish tom the best . <end>, <start> nous souhaitons le meilleur a tom . <end>,nous souhaitons le meilleur a tom . 
 <start> why are we running ? <end>, <start> pourquoi courons nous ? <end>,pourquoi court nous ? 
 <start> don t put sugar in my coffee . <end>, <start> ne mets pas de sucre dans mon cafe . <end>,ne mets pas de sucre dans mon cafe . 
 <start> it may snow in the evening . <end>, <start> il va peut etre neiger ce soir . <end>,il va peut etre dans la soiree . 
 <start> how can you concentrate ? <end>, <start> comment parviens tu a te concentrer ? <end>,comment peux tu te concentrer ? 
" <start> i m sorry , i didn t recognize you . <end>"," <start> je suis desolee , je ne vous ai pas reconnue . <end>","je suis desole , je ne vous ai pas reconnues . "
 <start> my father objected to our marriage . <end>, <start> mon pere a desapprouve notre mariage . <end>,mon pere desapprouva notre mariage . 
 <start> i m alive . <end>, <start> je suis vivante . <end>,je suis en vie . 
 <start> i was disgusted . <end>, <start> j ai ete degoute . <end>,j ai ete degoutee . 
 <start> mathematics is difficult for me . <end>, <start> les mathematiques sont difficiles pour moi . <end>,les mathematiques sont difficiles pour moi . 
 <start> this is not a game . <end>, <start> ce n est pas un jeu . <end>,ce n est pas un jeu . 
 <start> she entered this school last year . <end>, <start> elle est entree dans cette ecole l annee derniere . <end>,elle est entree dans cette ecole l annee derniere . 
 <start> i m not scared of you anymore . <end>, <start> je n ai plus peur de vous . <end>,je n ai plus peur de toi . 
 <start> i ve got plenty of food . <end>, <start> je dispose de plein de nourriture . <end>,j ai plein de nourriture . 
 <start> i know someone who has never seen the ocean . <end>, <start> je connais quelqu un qui n a jamais vu l ocean . <end>,je connais quelqu un qui n a jamais vu l ocean . 
 <start> this one s still alive . <end>, <start> celle ci est encore en vie . <end>,celle ci est toujours en vie . 
 <start> how do you know what i said ? <end>, <start> comment sais tu ce que j ai dit ? <end>,comment savez vous ce que j ai dit ? 
 <start> i guess i should be going . <end>, <start> je suppose que je devrais y aller . <end>,je suppose que je devrais m en aller . 
 <start> tom is going to go to boston next weekend . <end>, <start> tom va aller a boston le week end prochain . <end>,tom va aller a boston le week end prochain . 
 <start> you re demented . <end>, <start> vous etes fous . <end>,vous etes fous . 
 <start> i really don t want to disappoint tom . <end>, <start> je ne veux vraiment pas decevoir tom . <end>,je ne veux vraiment pas tom . 
 <start> did you invite him ? <end>, <start> l avez vous invite ? <end>,l as tu invite ? 
 <start> this tea smells good . <end>, <start> ce the sent bon . <end>,ce the embaume . 
 <start> i know tom was early . <end>, <start> je sais que tom etait en avance . <end>,je sais que tom etait en avance . 
 <start> we saw something . <end>, <start> nous avons vu quelque chose . <end>,nous vimes quelque chose . 
 <start> i think jogging is good exercise . <end>, <start> je pense que le jogging est un bon exercice . <end>,je pense que le jogging est un bon exercice . 
 <start> there s nothing more fun for me to do than to talk with him . <end>, <start> il n y a rien de plus amusant a faire pour moi que de m entretenir avec lui . <end>,il n y a rien de mieux que je ne discutes pas avec lui . 
 <start> i was the worst student in the class . <end>, <start> j etais le pire etudiant de la classe . <end>,j etais le pire etudiant de la classe . 
 <start> we are sorry for the inconvenience . <end>, <start> nous sommes desolees pour le derangement . <end>,nous sommes desolees pour le derangement . 
 <start> we ve all got ears . <end>, <start> nous sommes toutes dotees d oreilles . <end>,nous avons tous d oreilles . 
 <start> the government is not doing its best to solve the housing problem . <end>, <start> le gouvernement ne fait pas de son mieux pour resoudre le probleme du logement . <end>,le gouvernement ne fait pas de son mieux pour resoudre le probleme du logement . 
 <start> that hadn t occurred to me . <end>, <start> ca ne m etait pas venu a l esprit . <end>,ne m est pas venu a la tete . 
 <start> come down from the tree . <end>, <start> descendez de l arbre ! <end>,descends de l arbre ! 
 <start> what are your conditions ? <end>, <start> quelles sont vos conditions ? <end>,quelles sont vos conditions ? 
 <start> i have nothing to do with it . <end>, <start> je n y suis pour rien . <end>,je n ai rien a voir avec ca . 
 <start> we have to get you to a hospital . <end>, <start> nous devons t emmener a un hopital . <end>,nous devons vous emmener a un hopital . 
 <start> i don t know what to do now . <end>, <start> je ne sais pas quoi faire maintenant . <end>,je ne sais pas quoi faire maintenant . 
 <start> she plays the violin well . <end>, <start> elle joue bien du violon . <end>,elle joue bien du violon . 
 <start> i m just writing a letter to my girlfriend . <end>, <start> j ecris juste une lettre a ma copine . <end>,j ecris juste une lettre a ma petite amie . 
 <start> i can t remember anything about that night . <end>, <start> je ne me souviens de rien du tout de ce soir la . <end>,je n arrive pas a me rappeler quoi que ce fut de cette nuit la . 
" <start> if you re happy , i m glad . <end>"," <start> si tu es satisfaite , je m en rejouis . <end>","si tu es heureux , je m en rejouis . "
 <start> we ll swim . <end>, <start> nous nagerons . <end>,nous nagerons . 
 <start> this song reminds me of someone i used to know . <end>, <start> cette chanson me rappelle quelqu un que je connaissais . <end>,cette chanson me rappelle quelqu un que je connaissais . 
 <start> you re silly . <end>, <start> vous etes idiote . <end>,tu es idiote . 
 <start> that s what i always say . <end>, <start> c est ce que je dis toujours . <end>,c est ce que je dis toujours . 
 <start> don t just take my word for it . <end>, <start> ne me croyez pas juste sur parole . <end>,ne me fais pas ce mot . 
 <start> she suggested that i take him to the zoo . <end>, <start> elle a suggere que je l emmene au zoo . <end>,elle suggera que je l emmene au zoo . 
 <start> everyone did a fabulous job . <end>, <start> tout le monde a fait un job fabuleux . <end>,tout le monde a fait de travail . 
" <start> having worked on the farm all day long , he was completely tired out . <end>", <start> il etait completement epuise d avoir travaille a la ferme toute la journee . <end>,il etait travaille toute la journee . 
 <start> what re you all dressed up for ? <end>, <start> pourquoi es tu tout endimanche ? <end>,pour quelle occasion vous etes vous appretee ? 
 <start> you may come in now . <end>," <start> vous pouvez entrer , maintenant . <end>","tu peux entrer , maintenant . "
" <start> whatever happens , you must keep calm . <end>"," <start> quoi qu il arrive , tu dois rester calme . <end>","quoi qu il arrive , tu dois rester calme . "
 <start> bring along your friend . <end>, <start> amenez votre ami . <end>,amene ton amie ! 
 <start> what re you going to do during your summer vacation ? <end>, <start> que vas tu faire pendant tes vacances d ete ? <end>,qu allez vous faire pendant votre ete vacances ? 
 <start> i watched an old movie on tv . <end>, <start> j ai regarde un vieux film a la television . <end>,j ai regarde un vieux film a la television . 
 <start> she rejected my proposal . <end>, <start> elle rejeta ma proposition . <end>,elle rejeta ma proposition . 
 <start> it all makes sense . <end>, <start> tout ceci a du sens . <end>,tout ca a du sens . 
 <start> what was the hotel called ? i can t remember . <end>, <start> comment s appelait l hotel ? je ne m en souviens plus . <end>,quel etait l hotel ? je n arrive pas a me rappeler . 
" <start> i just want to look at it , that s all . <end>"," <start> je veux juste y regarder , c est tout . <end>","je veux juste y regarder , c est tout . "
 <start> who is that old woman ? <end>, <start> qui est cette vieille femme ? <end>,qui est cette vieille femme ? 
 <start> hi ! how are you ? <end>, <start> salut ! comment ca va ? <end>,salut ! comment allez vous ? 
 <start> i ve told you that a hundred times . <end>, <start> je t ai dit ca cent fois . <end>,je t ai deja annonce cela cent fois . 
 <start> he is very friendly to us . <end>, <start> il est tres amical avec nous . <end>,il est tres sympathique avec nous . 
 <start> they got into the train . <end>, <start> ils monterent dans le train . <end>,ils sont montees dans le train . 
 <start> we re in luck . <end>, <start> nous sommes veinards . <end>,nous sommes veinardes . 
 <start> i can t help but feel partly responsible . <end>, <start> je ne peux pas m empecher de me sentir en partie responsable . <end>,je ne peux m empecher d etre partiellement responsable . 
 <start> i don t have the right equipment . <end>, <start> je n ai pas le bon materiel . <end>,je n ai pas le bon materiel . 
 <start> he abused my confidence . <end>, <start> il a abuse de ma confiance . <end>,il a abuse de ma confiance . 
 <start> i wasn t home . <end>, <start> je ne me trouvais pas a mon domicile . <end>,je n etais pas a la maison . 
 <start> the students bowed to their teacher . <end>, <start> les etudiants se sont inclines devant leur professeur . <end>,les etudiants s inclinerent devant leur professeur . 
 <start> just promise me that you won t do anything stupid . <end>, <start> promets moi seulement que tu ne feras rien de stupide . <end>,promets moi simplement que tu ne feras rien de stupide . 
 <start> the wind calmed down . <end>, <start> le vent s apaisa . <end>,le vent s est calme . 
 <start> you don t have to go . <end>, <start> tu n es pas forcee d y aller . <end>,vous n etes pas oblige de vous en aller . 
 <start> i am tired and i want to go to bed . <end>, <start> je suis fatigue et je veux aller dormir . <end>,je suis fatigue et je veux aller dormir . 
 <start> tom is dying . <end>, <start> tom meurt . <end>,tom meurt . 
 <start> i just need to blow off some steam . <end>, <start> j ai simplement besoin de decompresser . <end>,j ai juste besoin de decompresser . 
 <start> i would like to address two questions . <end>, <start> je voudrais traiter deux questions . <end>,j aimerais poser deux questions . 
 <start> i paid for them . <end>, <start> j ai paye pour elles . <end>,j ai paye pour eux . 
" <start> take off your socks , please . <end>", <start> veuillez retirer vos chaussettes . <end>,"retire tes chaussettes , s il vous plait . "
 <start> the students demonstrated against the new government . <end>, <start> les etudiants ont manifeste contre le nouveau gouvernement . <end>,les etudiants ont manifeste contre le nouveau gouvernement . 
 <start> all you have to do is to obey my orders . <end>," <start> tout ce que tu as a faire , c est d obeir a mes ordres . <end>",tout ce que tu as a faire est d obeir a mes ordres . 
 <start> you are too late . <end>, <start> tu arrives trop tard . <end>,tu es trop tard . 
 <start> i can t believe i cried . <end>, <start> je n arrive pas a croire que j ai pleure . <end>,je n arrive pas a croire que j ai pleure . 
 <start> you look stupid . <end>, <start> tu as l air stupide . <end>,vous avez l air stupide . 
 <start> brush your teeth before going to bed . <end>, <start> lave toi les dents avant d aller te coucher ! <end>,brosse tes dents avant d aller se coucher . 
 <start> i d like to speak with you . <end>, <start> j aimerais te parler . <end>,j aimerais m entretenir avec toi . 
 <start> i haven t seen him since then . <end>, <start> je ne l ai pas vu depuis lors . <end>,je ne l ai pas vue depuis lors . 
 <start> why did you back away ? <end>, <start> pourquoi as tu cede ? <end>,pourquoi etes vous revenu ? 
 <start> tom is preparing dinner . <end>, <start> tom est en train de preparer le souper . <end>,tom est en train de preparer le diner . 
 <start> the wind calmed down in the evening . <end>, <start> le vent s est calme dans la soiree . <end>,le vent s est calme dans la soiree . 
 <start> i burned the paper . <end>, <start> j ai brule le papier . <end>,j ai brule le papier . 
 <start> it s all your fault . <end>, <start> c est entierement de ta faute . <end>,tout est de votre faute . 
 <start> i want to get this done . <end>, <start> je veux que ce soit fait . <end>,je veux que ce soit fait . 
 <start> we can t do everything . <end>, <start> nous ne pouvons pas tout faire . <end>,nous ne pouvons pas tout faire . 
 <start> i wish you had told me that . <end>, <start> j aurais souhaite que vous me l ayez dit . <end>,j aurais souhaite que vous me le dises . 
 <start> tom didn t even know i was here . <end>, <start> tom ne savait meme pas que j etais la . <end>,tom ne savait meme pas que j etais ici . 
 <start> i like this one even better . <end>, <start> j aime celui ci encore davantage . <end>,j aime celle ci encore davantage . 
 <start> tom is her brother . <end>, <start> tom est son frere . <end>,tom est son frere . 
 <start> some large birds prey upon small birds and animals . <end>, <start> certains grands oiseaux chassent les petits et des animaux . <end>,certains grands oiseaux chassent contre les animaux et animaux . 
 <start> i m not ashamed that i am poor . <end>, <start> je n ai pas honte d etre pauvre . <end>,je n ai pas honte que je sois pauvre . 
 <start> don t let go . hold on tight . <end>, <start> ne lachez pas ! accrochez vous ! <end>,ne lache pas ! tenez ! accrochez ! 
 <start> don t be so careless ! <end>, <start> ne sois pas si negligente ! <end>,ne sois pas si negligente ! 
" <start> sorry , i didn t mean to scare you . <end>"," <start> desole , je n avais pas l intention de te faire peur . <end>","desole , je n avais pas l intention de te faire peur . "
" <start> i feel like i should say something , but i don t know what . <end>", <start> j ai l impression que je devrais dire quelque chose mais j ignore quoi . <end>,j ai l impression de pouvoir dire quelque chose mais j ignore quoi . 
 <start> that s all you can do . <end>, <start> c est tout ce que vous pouvez faire . <end>,c est tout ce que tu peux faire . 
 <start> how well can you dance ? <end>, <start> jusqu a quel point es tu bon danseur ? <end>,jusqu a quel point etes vous bon danseur ? 
 <start> tom shaved off his mustache . <end>, <start> tom a rase sa moustache . <end>,tom a rase sa moustache . 
" <start> he is leaving for peru tomorrow , isn t he ? <end>"," <start> il part pour le perou demain , n est ce pas ? <end>","il part pour le perou demain , n est ce pas ? "
 <start> he traveled by boat . <end>, <start> il a voyage par bateau . <end>,il voyagea par bateau . 
 <start> why can t you do it ? <end>, <start> pourquoi ne pouvez vous pas le faire ? <end>,pourquoi ne peux tu pas le faire ? 
 <start> where are your parents now ? <end>, <start> ou sont vos parents maintenant ? <end>,ou sont tes parents maintenant ? 
" <start> she advised him to stop taking that medicine , but he felt he needed to . <end>", <start> elle lui recommanda d arreter de prendre ce medicament mais il avait le sentiment qu il en avait besoin . <end>,elle lui recommanda d arreter de prendre ce medicament mais il eut le sentiment qu il en avait l intention . 
 <start> my friend helped me . <end>, <start> mon amie m a aidee . <end>,mon ami m a aidee . 
 <start> i never imagined we d be talking about this topic today . <end>, <start> je n ai jamais imagine que nous discuterions de ce sujet aujourd hui . <end>,je n ai jamais imagine que nous discuterions de ce sujet aujourd hui . 
 <start> i could ve met you at the airport . <end>, <start> j aurais pu vous rencontrer a l aeroport . <end>,j aurais pu te rencontrer a l aeroport . 
 <start> i m unconvinced . <end>, <start> je ne suis pas convaincue . <end>,je ne suis pas convaincu . 
 <start> it s useless to try . <end>, <start> c est inutile d essayer . <end>,il est inutile d essayer . 
 <start> the native people were forced off their land . <end>, <start> les autochtones furent deportes de leur terre . <end>,les autochtones furent deportes de leur terre . 
" <start> his story is strange , but it s believable . <end>"," <start> son histoire est etrange , mais credible . <end>","son histoire est etrange , mais credible . "
" <start> if i had had enough money , i would have bought that computer . <end>"," <start> si j avais eu assez d argent , j aurais achete cet ordinateur . <end>","si j avais eu assez d argent , j aurais achete cet ordinateur . "
 <start> the door blew shut . <end>, <start> la porte claqua dans un souffle . <end>,la porte claqua . 
 <start> have you met anyone yet ? <end>, <start> as tu deja rencontre qui que ce soit ? <end>,as tu deja rencontre qui que ce soit ? 
 <start> could you call me back a bit later ? <end>, <start> pourriez vous me rappeler un peu plus tard ? <end>,pourriez vous me rappeler un peu plus tard ? 
 <start> i miss the hustle and bustle of city life . <end>, <start> l activite et l affairement de la vie citadine me manquent . <end>,l activite et l affairement de la vie citadine me manquent . 
 <start> she is a very good teacher . <end>, <start> elle est un tres bon professeur . <end>,c est une tres bonne institutrice . 
 <start> i can t afford to buy anything in this store . <end>, <start> je ne peux pas me permettre d acheter quoi que ce soit dans ce magasin . <end>,je ne peux pas me permettre d acheter quoi que ce soit dans ce magasin . 
" <start> good afternoon . you are our new neighbor , if i m not mistaken ? <end>"," <start> bonjour . vous etes notre nouveau voisin , si je ne me trompe ? <end>","bonjour . tu es notre nouveau voisin , si je ne me trompe pas ? "
 <start> do you have a twitter account ? <end>, <start> as tu un compte twitter ? <end>,avez vous un compte twitter ? 
 <start> i swear to you i will never do it again . <end>, <start> je vous jure que je ne le ferai plus jamais ! <end>,je te jure que je ne le ferai plus jamais . 
