Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i don t think i can do that . <end>, <start> je ne pense pas que j arrive a faire cela . <end>,je ne pense pas pouvoir faire ca . 
 <start> this could be a mistake . <end>, <start> ca pourrait etre une faute . <end>,ca pourrait etre une erreur . 
 <start> are you still afraid ? <end>, <start> as tu encore peur ? <end>,avez vous encore peur ? 
 <start> are you ready to begin ? <end>, <start> etes vous prete a vous y mettre ? <end>,etes vous a vous fin ? 
" <start> you re scared of being hurt , aren t you ? <end>"," <start> tu as peur d avoir mal , n est ce pas ? <end>","vous avez peur d avoir mal , n est ce pas ? "
 <start> please send this by registered mail . <end>," <start> envoyez ceci par courrier recommande , s il vous plait . <end>","envoyez ceci par courrier recommande , s il vous plait . "
 <start> tom went back to his bedroom . <end>, <start> tom retourna dans sa chambre . <end>,tom est retourne a sa chambre . 
 <start> an ice pack will numb the pain . <end>, <start> un sac de glace engourdira la douleur . <end>,un de glace va retarder la douleur . 
 <start> you have no one but yourself to blame . <end>, <start> vous ne pouvez blamer personne d autre que vous meme . <end>,vous ne pouvez blamer personne d autre que vous meme . 
 <start> she did not marry the man . <end>, <start> elle n a pas epouse le bonhomme . <end>,elle n a pas epouse l homme . 
 <start> he sent his son out to get the newspaper . <end>, <start> il a envoye son fils dehors chercher le journal . <end>,il a envoye son fils dehors pour chercher le journal . 
 <start> return immediately . <end>, <start> reviens immediatement ! <end>,reviens immediatement ! 
 <start> i want to apologize for all the things i said earlier today . <end>, <start> je veux presenter mes excuses pour toutes les choses que j ai dites auparavant aujourd hui . <end>,je veux presenter mes excuses pour tout ce que j ai dites auparavant aujourd hui . 
 <start> tom and mary adopted three children . <end>, <start> tom et mary ont adopte trois enfants . <end>,tom et mary ont adopte trois enfants . 
 <start> don t make this personal . <end>, <start> ne le prenez pas personnellement ! <end>,ne le fais pas personnellement . 
 <start> do you want to come sit by me ? <end>, <start> voulez vous venir vous asseoir a mon cote ? <end>,veux tu venir asseoir pres de moi ? 
 <start> this won t take long . <end>, <start> ca ne sera pas long . <end>,ca ne fera pas longtemps . 
 <start> did i interrupt something important ? <end>, <start> ai je interrompu quelque chose d important ? <end>,ai je interrompu quelque chose ? 
 <start> i consider myself very stupid . <end>, <start> je me considere comme quelqu un de tres stupide . <end>,je me considere tres stupide . 
 <start> that s completely unfair . <end>, <start> c est totalement injuste . <end>,c est totalement injuste . 
 <start> it was a great trip . <end>, <start> ce fut un super voyage . <end>,c etait un merveilleux voyage . 
 <start> he was lying on the couch . <end>, <start> il etait etendu sur le canape . <end>,il etait allonge sur le canape . 
 <start> i brought these flowers for you . <end>, <start> j ai apporte ces fleurs pour vous . <end>,j ai apporte ces fleurs pour toi . 
 <start> you ve got to be kidding me ! <end>, <start> tu dois plaisanter ! <end>,tu plaisantes ! 
 <start> she didn t know what to say to him . <end>, <start> elle ne sut pas quoi lui dire . <end>,elle ne savait pas quoi lui dire . 
 <start> you need to follow me . <end>, <start> vous devez me suivre . <end>,il vous faut me suivre . 
 <start> i wasn t listening . <end>, <start> je n etais pas en train d ecouter . <end>,je n etais pas en train d ecouter . 
 <start> i haven t finished reading this book . <end>, <start> je n ai pas fini de lire ce livre . <end>,je n ai pas fini de lire ce livre . 
 <start> isn t there anything that will make you feel better ? <end>, <start> n y a t il rien qui vous fera vous sentir mieux ? <end>,n y a t il rien qui te fera te sentir mieux ? 
 <start> none of the teachers could solve the problem . <end>, <start> personne parmi les instituteurs n a su regler le probleme . <end>,aucun de ses enseignants n a su resoudre le probleme . 
 <start> there s nothing to be done about it . <end>, <start> on ne peut rien y faire . <end>,il n y a rien de mieux a faire . 
 <start> she watched him drawing a picture . <end>, <start> elle l a regarde tracer un dessin . <end>,elle l a regarde tracer un dessin . 
 <start> do you give to charity ? <end>, <start> donnes tu aux uvres ? <end>,proposez vous charite ? 
 <start> tom scored points in the third quarter . <end>, <start> tom a marque points dans le troisieme quart temps . <end>,tom a marque points dans le troisieme trimestre . 
 <start> i have to do this alone . <end>, <start> il me faut le faire seule . <end>,il me faut le faire seul . 
 <start> this house is abandoned . <end>, <start> cette demeure est abandonnee . <end>,cette maison est abandonnee . 
 <start> i forbid that . <end>, <start> j interdis cela . <end>,j interdis cela . 
 <start> it s very hot today . <end>, <start> il fait vraiment chaud aujourd hui . <end>,"il fait vraiment chaud , aujourd hui . "
 <start> father suddenly got sick and we sent for a doctor . <end>, <start> pere s est soudainement senti malade et nous avons appele un docteur . <end>,papa s est soudainement senti malade et nous avons appele un docteur . 
 <start> you re charming . <end>, <start> vous etes charmants . <end>,tu es charmante . 
 <start> this is what ll happen . <end>, <start> c est ce qui aura lieu . <end>,c est ce qui arrivera . 
 <start> mother went shopping with my brother . <end>, <start> mere est allee faire des courses avec mon frere . <end>,mere est allee faire des courses avec mon frere . 
 <start> no mountain in japan is higher than mt . fuji . <end>, <start> aucune montagne au japon n est plus grande que le mont fuji . <end>,aucun montagne au japon n est plus grande que le mont fuji . 
" <start> on hearing the news of the birth of his first child , he jumped for joy . <end>"," <start> a l annonce de la naissance de son premier enfant , il sauta de joie . <end>","en entendant les nouvelles de son premier enfant , il sauta de joie . "
 <start> i think it s time for me to give up on this relationship . <end>, <start> je pense qu il est temps que je laisse tomber cette relation . <end>,je pense qu il est temps pour moi de rompre sur cette relation . 
 <start> i think tom has a valid point . <end>, <start> je pense que tom a un argument valable . <end>,je pense que tom a un argument equilibre . 
 <start> why don t you hang around a while after everyone else leaves so we can talk ? <end>, <start> pourquoi ne restes tu pas un moment apres que tout le monde soit parti de maniere a ce que nous puissions discuter ? <end>,pourquoi ne restez vous pas un moment apres que tous les laissez si les autres ? 
 <start> how much is the commission ? <end>, <start> a combien s eleve la commission ? <end>,quelle est la commission ? 
 <start> i don t see anybody dancing . <end>, <start> je ne vois personne danser . <end>,je ne vois personne danser . 
" <start> against all expectations , we became good friends . <end>"," <start> contre toute attente , nous devinmes amies . <end>","contre toute attente , nous sommes devenues bonnes amies . "
 <start> she handles a saw very well . <end>, <start> elle manie tres bien la scie . <end>,elle loua tres bien . 
 <start> i think that we should try again . <end>, <start> je crois que nous devrions encore essayer . <end>,je pense que nous devrions encore nouveau . 
 <start> what scared you ? <end>, <start> qu est ce qui vous a effrayes ? <end>,qu est ce qui vous a effraye ? 
 <start> he believes that the story is true . <end>, <start> il croit que cette histoire est vraie . <end>,il croit que cette histoire est vraie . 
 <start> no problem . <end>, <start> ce n est rien . <end>,aucun probleme . 
 <start> they fight like cat and dog . <end>, <start> ils se disputent comme chien et chat . <end>,ils se disputent comme chien et chat . 
 <start> how are your grades ? <end>, <start> comment vont tes notes ? <end>,comment vont vos notes ? 
 <start> do you want more ice cream ? <end>, <start> voulez vous plus de glace ? <end>,voulez vous plus de glace ? 
 <start> nice seeing you ! <end>, <start> c est chouette de vous voir ! <end>,c est chouette de te voir ! 
 <start> this isn t at all surprising . <end>, <start> ce n est pas du tout surprenant . <end>,ce n est pas du tout surprenant . 
 <start> get lost ! <end>, <start> va voir ailleurs si j y suis ! <end>,va a l evidence ! 
 <start> i hate liars . <end>, <start> je deteste les menteurs . <end>,je deteste les menteurs . 
 <start> tom wrote an article for the school newspaper . <end>, <start> tom a ecrit un article pour le journal scolaire . <end>,tom a ecrit un article pour le journal scolaire . 
 <start> i don t think i have one of those . <end>, <start> je ne pense pas que j en ai une . <end>,je ne pense pas en avoir une . 
 <start> aren t you sleepy ? <end>, <start> n avez vous pas sommeil ? <end>,n avez vous pas sommeil ? 
 <start> i m not stupid enough to lend him money . <end>, <start> je ne suis pas assez stupide pour lui preter de l argent . <end>,je ne suis pas assez bete pour lui preter de l argent . 
 <start> life is crazy . <end>, <start> la vie est dingue . <end>,la vie est dingue . 
 <start> get into your car . <end>, <start> grimpez dans votre voiture ! <end>,grimpez dans ta voiture ! 
 <start> i have brown hair . <end>, <start> j ai les cheveux chatains . <end>,j ai les cheveux marron . 
 <start> they seem to be having fun . <end>, <start> ils semblent s amuser . <end>,ils semblent s amuser . 
 <start> are you busy ? <end>, <start> etes vous occupee ? <end>,etes vous occupees ? 
 <start> i am ashamed about what happened yesterday . <end>, <start> j ai honte de ce qui s est passe hier . <end>,j ai honte de ce qui s est passe hier . 
 <start> we ve been waiting for hours . <end>, <start> nous avons attendu des heures durant . <end>,nous avons attendu pendant des heures . 
 <start> i will make up for the lost time by studying as hard as i can . <end>, <start> je rattraperai le temps perdu en etudiant aussi fort que je peux . <end>,je rattraperai le temps perdu en mes perdre aussi dur que possible . 
 <start> i wonder how that works . <end>, <start> je me demande comment cela fonctionne . <end>,je me demande comment ca fonctionne . 
 <start> he hasn t actually eaten caviar . <end>," <start> en fait , il n a pas mange de caviar . <end>",il n en a pas encore mange du caviar . 
 <start> what do you want for your birthday ? <end>, <start> que veux tu pour ton anniversaire ? <end>,que veux tu pour ton anniversaire ? 
 <start> someone cleaned my room while i was gone . <end>, <start> quelqu un a nettoye ma chambre pendant que j etais parti . <end>,quelqu un nettoya ma chambre tandis que j etais parti . 
 <start> is tom drunk ? <end>, <start> tom est il ivre ? <end>,est ce que tom est ivre ? 
 <start> i sold it for ten dollars . <end>, <start> je l ai vendu pour dix dollars . <end>,je l ai vendu dix dollars . 
 <start> i wouldn t want you to get the wrong impression about me . <end>, <start> je n aimerais pas que vous ayez une mauvaise impression de moi . <end>,je ne voudrais pas que vous ayez fausse impression sur moi . 
 <start> this is tom s grave . <end>, <start> c est la tombe de tom . <end>,c est la tombe de tom . 
" <start> if you go by bus , you can get there in about one third of the time . <end>"," <start> si tu t y rends par le bus , tu peux y etre dans environ le tiers du temps . <end>","si tu y vas en bus , tu peux y avoir pendant un nouveau mandat de l heure . "
 <start> what did you eat for lunch today ? <end>, <start> qu avez vous mange pour le dejeuner aujourd hui ? <end>,qu avez vous mange pour diner aujourd hui ? 
 <start> don t bother . <end>, <start> ne derange pas . <end>,ne derange pas . 
 <start> were you able to sit down ? <end>, <start> avez vous pu vous asseoir ? <end>,avez vous pu vous asseoir ? 
 <start> i think you did an excellent job . <end>, <start> je pense que vous avez fait un excellent boulot . <end>,je pense que tu as fait un excellent boulot . 
 <start> the body converts extra calories into fat . <end>, <start> le corps transforme les calories en trop en graisse . <end>,le corps transforme les calories en trop en graisse . 
 <start> she has never fallen in love . <end>, <start> elle n est jamais tombee amoureuse . <end>,elle n est jamais tombee amoureuse . 
" <start> if you d asked me , i d have told you . <end>"," <start> si tu m avais demande , je te l aurais dit . <end>","si tu m avais demande , je te l aurais dite . "
 <start> you look very tired . <end>, <start> vous avez l air tres fatiguees . <end>,vous avez l air tres fatiguee . 
 <start> is this appropriate ? <end>, <start> est ce approprie ? <end>,est ce approprie ? 
 <start> it s not quite as simple as that . <end>, <start> ce n est pas aussi simple que ca . <end>,ce n est pas tout a fait aussi simple que ca . 
 <start> you can listen to audio files by native speakers on our website . <end>," <start> sur notre site web , vous pouvez ecouter des fichiers audio par des locuteurs natifs . <end>",tu peux ecouter ses etudes a son site web sur notre site web . 
 <start> your criticism is unfair . <end>, <start> ta critique est injuste . <end>,ta critique est injuste . 
 <start> it wasn t much of a bridge . <end>, <start> ce n avait pas grand chose d un pont . <end>,ce n etait pas grand chose d un pont . 
 <start> he used the dictionary . <end>, <start> il utilisa le dictionnaire . <end>,il a utilise le dictionnaire . 
 <start> when was the last time you got your hair cut ? <end>, <start> quand vous etes vous fait couper les cheveux pour la derniere fois ? <end>,quand as tu recu tes cheveux ? 
 <start> i have life insurance . <end>, <start> j ai une assurance vie . <end>,j ai une assurance vie . 
 <start> she pushed him out the window . <end>, <start> elle le poussa par la fenetre . <end>,elle l a pousse par la fenetre . 
 <start> you re finicky . <end>, <start> vous etes tatillon . <end>,tu es tatillon . 
 <start> what s it used for ? <end>, <start> a quoi ca sert ? <end>,qu est ce qu il s est attendu ? 
 <start> tom wanted to die . <end>, <start> tom voulait mourir . <end>,tom voulait mourir . 
 <start> i want to do my job the best i can . <end>, <start> je veux faire mon boulot du mieux que je peux . <end>,je veux faire mon travail de mieux . 
 <start> there are dangers that threaten both men and women . <end>, <start> il y a des dangers qui menacent aussi bien les hommes que les femmes . <end>,des dangers il y a des dangers et les femmes . 
 <start> i agree with everything you just said . <end>, <start> je suis d accord avec tout ce que tu viens de dire . <end>,je suis d accord avec tout ce que tu viens de dire . 
 <start> our school is further away than the station . <end>, <start> notre ecole se trouve au dela de la gare . <end>,notre ecole est eloigne plus loin que la gare . 
" <start> the regulation was abolished , but then it was reenacted . <end>"," <start> la reglementation fut abolie , mais fut ensuite remise en vigueur . <end>","la reglementation fut abolie , mais fut ensuite remise en vigueur . "
 <start> that s what you get for not listening . <end>, <start> c est ce que tu gagnes a ne pas ecouter . <end>,c est ce que vous remportez a ne pas ecouter . 
 <start> i like candlelight . <end>," <start> moi , j aime bien la lumiere des bougies . <end>",j aime bien la lumiere des bougies . 
 <start> just do what you have to do . <end>, <start> faites simplement ce que vous avez a faire . <end>,fais juste ce que tu as a faire . 
 <start> this is my dictionary . <end>, <start> c est mon dictionnaire . <end>,c est mon dictionnaire . 
 <start> there is no way of reaching the island other than by boat . <end>, <start> il n y a pas de moyen d atteindre l ile autrement qu en bateau . <end>,il n y a aucun moyen d atteindre l ile d ile qu en bateau . 
 <start> who is tom ? <end>," <start> c est qui , tom ? <end>",qui est tom ? 
 <start> the folder is empty . <end>, <start> le dossier est vide . <end>,le dossier est vide . 
 <start> you ruined everything . <end>, <start> vous avez tout foutu en l air . <end>,vous avez tout foutu en l air . 
 <start> you know very well how it happened . <end>, <start> vous savez tres bien comment c est arrive . <end>,tu sais tres bien comment c est arrive . 
 <start> you re grumpy . <end>, <start> tu es grognon . <end>,tu es bougon . 
 <start> miyazaki is not what it used to be . <end>, <start> miyazaki est different d autrefois . <end>,miyazaki est different d autrefois . 
 <start> a card was attached to the gift . <end>, <start> une carte etait attachee au cadeau . <end>,une carte etait attachee au cadeau . 
 <start> he owes me one . <end>, <start> il m en doit une . <end>,il me doit en moi une . 
 <start> i never win . <end>, <start> jamais je ne l emporte . <end>,je ne l emporte . 
 <start> she ll love him forever . <end>, <start> elle l aimera pour toujours . <end>,elle l aimera pour toujours . 
" <start> whether you like it or not , you ll have to do it . <end>"," <start> que cela te plaise ou non , il faudra que tu le fasses . <end>","que ca te plaise ou pas , tu devras le faire . "
 <start> the administration makes important decisions . <end>, <start> l administration prend des decisions importantes . <end>,l administration prend des decisions importantes . 
 <start> he died the next day . <end>, <start> il est mort le jour suivant . <end>,il est mort le lendemain suivant . 
 <start> he s really quick . <end>, <start> il est vraiment rapide . <end>,il est vraiment rapide . 
 <start> tom and mary are vegetarians . <end>, <start> tom et mary sont vegetariens . <end>,tom et mary sont vegetariens . 
 <start> whose bicycle is that ? <end>," <start> c est a qui , ce velo ? <end>",a qui est cette bicyclette ? 
 <start> how long have you waited ? <end>, <start> combien de temps avez vous attendu ? <end>,combien de temps avez vous attendu ? 
 <start> they re dangerous . <end>, <start> elles sont dangereuses . <end>,elles sont dangereuses . 
 <start> don t you have an air conditioner ? <end>, <start> ne disposes tu pas d un appareil pour l air conditionne ? <end>,n avez vous pas l air conditionne ? 
 <start> i think it s time for me to step aside . <end>, <start> je pense qu il est temps pour moi de laisser la place . <end>,je pense qu il est temps que je ecarte la . 
" <start> i ll lend you any book that i have , as long as you keep it clean . <end>"," <start> je te preterai tous les livres dont je dispose , pourvu que tu les gardes propres . <end>","je te preterai tous les livres que j ai , aussi longtemps que vous le gardiez propre . "
 <start> no one s prepared . <end>, <start> personne n y est prepare . <end>,personne n est prepare . 
" <start> i wish i could do that , but i can t . <end>"," <start> j aimerais bien pouvoir faire ca , mais je ne peux pas . <end>",j aimerais pouvoir faire cela mais je ne peux pas . 
 <start> don t hesitate to call if you need me . <end>, <start> n hesitez pas a m appeler si vous avez besoin de moi . <end>,"n hesite pas a appeler , si tu as besoin de moi . "
 <start> the flowers brightened up the room . <end>, <start> les fleurs egayaient la piece . <end>,les fleurs ont eclairci la piece . 
 <start> i think it s time for me to buy a decent camera . <end>, <start> je pense qu il est temps que j achete un appareil photo digne de ce nom . <end>,je pense qu il est temps que j achete un appareil photo digne de ce nom . 
 <start> close the window . <end>, <start> fermez la fenetre ! <end>,ferme la fenetre ! 
 <start> i m going . <end>, <start> je me tire . <end>,je pars . 
 <start> he was able to read the book . <end>, <start> il a pu lire ce livre . <end>,il a pu lire le livre . 
 <start> that day shall come . <end>, <start> ce jour viendra . <end>,ce jour viendra . 
 <start> the cap is too small for me . <end>, <start> la casquette est trop petite pour moi . <end>,la casquette est trop petite pour moi . 
 <start> he was wrong . <end>, <start> il avait tort . <end>,il a eu tort . 
 <start> would you step aside ? <end>, <start> vous retireriez vous ? <end>,vous retireriez vous ? 
 <start> i never imagined anything like this . <end>, <start> je n avais jamais imagine une chose pareille . <end>,je n ai jamais imagine une telle chose . 
 <start> i know what s wrong . <end>, <start> je sais ce qui ne va pas . <end>,je sais ce qui ne va pas . 
 <start> recreational drug use inspires many urban legends . <end>, <start> l utilisation occasionnelle de drogues alimente la rumeur populaire . <end>,l utilisation occasionnelle de drogues alimente la rumeur populaire . 
 <start> what is your decision ? <end>, <start> quelle est votre decision ? <end>,quelle est votre decision ? 
 <start> do you know what this is ? <end>, <start> savez vous ce que c est ? <end>,savez vous ce que c est ? 
 <start> she waved goodbye to me . <end>, <start> elle me salua pour prendre conge . <end>,elle me salua pour prendre conge . 
 <start> how did you get so strong ? <end>, <start> comment etes vous devenu si forte ? <end>,comment es tu devenu si forte ? 
 <start> are you interested in flowers ? <end>, <start> es tu interesse par les fleurs ? <end>,vous interessez vous aux fleurs ? 
 <start> do you live alone ? <end>, <start> vivez vous seul ? <end>,vivez vous seule ? 
 <start> what do you have to add to to get ? <end>, <start> combien dois tu ajouter a dix sept pour obtenir soixante ? <end>,qu avez vous a ajouter a ajouter ? 
 <start> how many years did tom spend in boston ? <end>, <start> combien d annees tom a t il passe a boston ? <end>,combien d annees tom a t il passe a boston ? 
 <start> it is a great pleasure to be here . <end>, <start> c est un grand plaisir pour moi de me trouver ici . <end>,c est un grand plaisir d etre ici . 
 <start> i don t want to waste your time . <end>, <start> je ne veux pas gaspiller votre temps . <end>,je ne veux pas gaspiller ton temps . 
 <start> that accident was due to his carelessness . <end>, <start> cet accident a ete du a sa negligence . <end>,cet accident etait du a sa negligence . 
 <start> he did not expect to live so long . <end>, <start> il ne s attendait pas a vivre si longtemps . <end>,il ne s attendait pas a vivre si longtemps . 
 <start> we must go . <end>, <start> nous devons nous en aller . <end>,il nous faut y aller . 
 <start> tom read the letter slowly . <end>, <start> tom a lu la lettre lentement . <end>,tom lut la lettre lentement . 
 <start> tom speaks french fluently . <end>, <start> tom parle le francais avec fluidite . <end>,tom parle le francais couramment . 
 <start> he was re elected mayor . <end>, <start> il a ete reelu maire . <end>,il a ete elu maire . 
 <start> do you need a hand with your suitcases ? <end>, <start> avez vous besoin d un coup de main avec vos valises ? <end>,avez vous besoin d une main avec vos valises ? 
 <start> i d like to buy this computer . <end>, <start> j aimerais acheter cet ordinateur . <end>,j aimerais acheter cet ordinateur . 
 <start> do you mean you re giving up ? <end>, <start> veux tu dire que tu abandonnes ? <end>,voulez vous dire que vous laissez tomber ? 
 <start> bring the frozen fish here . <end>, <start> apportez ici le poisson surgele . <end>,apportez ici le poisson surgele . 
 <start> i didn t want to spend any more time alone . <end>, <start> je ne voulais plus passer de temps seul . <end>,je ne voulais pas passer plus de temps seule . 
 <start> i like cats . <end>, <start> j aime les chats . <end>,j aime les chats . 
 <start> i haven t had dinner . <end>, <start> je n ai pas dine . <end>,je n ai pas dine . 
 <start> come whenever you want . <end>, <start> viens quand tu veux . <end>,viens quand tu veux . 
 <start> the brave fireman rescued a boy from the burning house . <end>, <start> le pompier courageux a sauve le garcon en le tirant de la maison en flammes . <end>,le pompier courageux a sauve un garcon en la maison en courant . 
 <start> the spider web glistened in the morning dew . <end>, <start> la toile d araignee luisait dans la rosee du matin . <end>,la toile d araignee luisait dans la rosee du matin . 
 <start> i know you re not serious . <end>, <start> je sais que tu n es pas serieuse . <end>,je sais que tu n es pas serieux . 
" <start> i know the reason , but i can t tell you . <end>"," <start> j en sais la raison , mais je ne peux pas te la dire . <end>","je connais la raison , mais je ne peux pas te la dire . "
 <start> you are easily distracted . <end>, <start> tu es facilement distrait . <end>,tu es facilement distrait . 
 <start> it is getting warmer day by day . <end>, <start> ca devient plus chaud de jour en jour . <end>,il devient plus court de jour en jour . 
 <start> can you please walk away ? <end>," <start> pouvez vous vous eloigner , s il vous plait ? <end>",peux tu te retirer ? 
 <start> do you want us to take you with us ? <end>, <start> veux tu que nous t emmenions avec nous ? <end>,voulez vous que nous nous emmenions avec nous ? 
 <start> it s quite large . <end>, <start> c est assez grand . <end>,c est assez grand . 
 <start> you can call us at any time . <end>, <start> tu peux nous appeler a tout moment . <end>,tu peux nous appeler a tout moment . 
 <start> i want you to find out about that . <end>, <start> je veux que vous vous renseigniez a ce sujet . <end>,je veux que vous le decouvre quelque part . 
 <start> how are you getting along in your new job ? <end>, <start> comment ca va avec ton nouveau travail ? <end>,comment vous en sortez vous dans votre nouvel emploi ? 
 <start> haven t you learned your lesson ? <end>, <start> n as tu pas appris ta lecon ? <end>,n avez vous pas appris votre lecon ? 
 <start> i have been living in canada for almost five years . <end>, <start> ca fait presque ans que je vis au canada . <end>,j habite au canada pendant presque cinq ans . 
 <start> tom took off his wedding ring and threw it into the pond . <end>, <start> tom retira son alliance et la jeta dans l etang . <end>,tom retira son alliance et la jeta dans la mare . 
 <start> she ll make a good wife . <end>, <start> elle fera une bonne epouse . <end>,elle fera une bonne epouse . 
 <start> tom explained his plan to mary . <end>, <start> tom expliqua son plan a mary . <end>,tom a explique son plan a mary . 
 <start> it was white . <end>, <start> c etait blanc . <end>,c etait blanc . 
 <start> do you have health insurance ? <end>, <start> etes vous couvert par une assurance medicale ? <end>,etes vous couverts par une assurance medicale ? 
 <start> it s just a little further . <end>, <start> c est juste un peu plus loin . <end>,ce n est qu un peu plus loin . 
 <start> will i have a scar ? <end>, <start> aurai je une cicatrice ? <end>,aurai je une cicatrice ? 
 <start> can your brother drive a car ? <end>, <start> ton frere sait il conduire une voiture ? <end>,est ce que votre mere sait conduire ? 
 <start> it s natural for family members to help each other . <end>, <start> il est naturel aux membres d une famille de s entraider . <end>,c est naturel aux membres de famille a s entraideront . 
 <start> they accused me of being a liar . <end>, <start> elles m accuserent d etre un menteur . <end>,ils m ont accusee d etre un menteur . 
 <start> i ll do all the talking . <end>, <start> c est moi qui vais parler . <end>,je ferai tout ca a discuter . 
 <start> is someone meeting us ? <end>, <start> quelqu un va t il nous rencontrer ? <end>,quelqu un nous a t il la rencontre ? 
 <start> you re the only person i know who is qualified for this job . <end>, <start> vous etes la seule personne que je connaisse qui soit qualifiee pour ce poste . <end>,tu es la seule personne que je connaisse qui est qualifiee pour ce travail . 
 <start> he told me to meet him at the restaurant . <end>, <start> il m a dit de le rencontrer au restaurant . <end>,il m a dit de le rencontrer au restaurant . 
 <start> what is his business ? <end>, <start> quelle est son occupation ? <end>,quel est son occupation ? 
 <start> i wanted to say hello to tom . <end>, <start> je voulais dire bonjour a tom . <end>,je voulais dire a tom . 
 <start> i can confirm this . <end>, <start> je peux le confirmer . <end>,je peux le confirmer . 
 <start> your hair will grow back . <end>, <start> vos cheveux repousseront . <end>,vos cheveux repousseront . 
 <start> the clouds hid the sun . <end>, <start> les nuages cacherent le soleil . <end>,les nuages cacherent le soleil . 
 <start> i went to nagasaki . <end>, <start> je suis alle a nagasaki . <end>,je suis alle a nagasaki . 
 <start> tom found a dead jellyfish on the beach . <end>, <start> tom a trouve une meduse morte sur la plage . <end>,tom a trouve une meduse morte sur la plage . 
 <start> i only found out a couple days ago . <end>, <start> je l ai seulement decouvert il y a quelques jours . <end>,je ne l ai decouvert qu il y a quelques jours . 
 <start> the owners appointed him manager . <end>, <start> les proprietaires l ont nomme directeur . <end>,les proprietaires l ont nomme directeur . 
 <start> tom doesn t know anything . <end>, <start> tom ne sait rien . <end>,tom ne sait rien . 
 <start> we never lose . <end>, <start> nous ne perdons jamais . <end>,nous ne perdons jamais . 
 <start> next week a family will move in . <end>," <start> la semaine prochaine , une famille emmenagera . <end>",la semaine prochaine de la famille emmenagera . 
 <start> do you think i should go alone ? <end>, <start> pensez vous que je devrais y aller seule ? <end>,penses tu que je devrais y aller seule ? 
 <start> it was the only thing to do . <end>, <start> c etait la seule chose a faire . <end>,c etait la seule chose a faire . 
 <start> thanks for saving me . <end>, <start> merci de m avoir sauvee . <end>,merci de m avoir sauvee . 
 <start> he had a kind word and a pleasant smile for everyone . <end>, <start> il eut un mot gentil et un sourire agreable a l intention de chacun . <end>,il a eu un mot gentil et un grand frere pour tout le monde . 
 <start> be nicer to your brother . <end>, <start> soyez plus gentilles avec votre frere ! <end>,soyez plus gentil avec votre frere ! 
 <start> i was very confident . <end>, <start> j etais tres confiant . <end>,j etais tres confiant . 
 <start> tom ran to the bathroom . <end>, <start> tom courut a la salle de bain . <end>,tom a couru aux toilettes . 
 <start> this is the least expensive method of all . <end>, <start> c est la methode la moins chere de toutes . <end>,c est la methode la moins chere de toutes . 
 <start> do you want me to teach you some swear words ? <end>, <start> veux tu que je t enseigne des gros mots ? <end>,voulez vous que je vous enseigne des mots de terre ? 
 <start> living in a cluttered home is very stressful . <end>, <start> vivre dans une maison encombree est tres stressant . <end>,vivre dans une maison encombree est tres stressant . 
 <start> life is a dream . <end>, <start> la vie est un songe . <end>,la vie est un reve . 
 <start> who are you there with ? <end>, <start> avec qui t y trouves tu ? <end>,avec qui y etes vous ? 
 <start> he wore red pants . <end>, <start> il portait un pantalon rouge . <end>,il portait un pantalon rouge . 
 <start> i can t let them catch you . <end>, <start> je ne peux les laisser t attraper . <end>,je ne peux les laisser vous attraper . 
 <start> he is not the sort of guy who gives in easily . <end>, <start> ce n est pas le genre de type a abandonner facilement . <end>,il n est pas le genre de type a abandonner facilement . 
 <start> what do you associate with summer ? <end>, <start> qu associes tu a l ete ? <end>,qu associes tu a l ete ? 
 <start> i will show you some pictures . <end>, <start> je vous montrerai quelques photos . <end>,je vais te montrer quelques photos . 
 <start> open the door . <end>, <start> ouvre la porte . <end>,ouvre la porte ! 
 <start> how long have you been waiting for the bus ? <end>, <start> combien de temps as tu attendu le bus ? <end>,combien de temps avez vous attendu pour le bus ? 
 <start> he was accused falsely . <end>, <start> il a ete accuse a tort . <end>,il a ete accusee a tort . 
 <start> it is important that you attach your photo to the application form . <end>, <start> il est important que vous joigniez votre photo au formulaire de candidature . <end>,il est important que vous joigniez votre photo jusqu au formulaire de candidature . 
 <start> that boy displayed no fear . <end>, <start> ce garcon n a montre aucune crainte . <end>,ce garcon ne montra aucune crainte . 
 <start> i knew you d come . <end>, <start> je savais que tu viendrais . <end>,je savais que tu viendrais . 
 <start> i have no idea how it works . <end>, <start> je n ai aucune idee de comment ca fonctionne . <end>,je n ai aucune idee de comment ca fonctionne . 
 <start> she hit him with a hammer . <end>, <start> elle le frappa avec un marteau . <end>,elle l a frappe avec un marteau . 
 <start> they ve been at it for hours . <end>, <start> ils sont dessus depuis des heures . <end>,elles y ont passe des heures . 
 <start> flowers die if they don t have water . <end>, <start> les fleurs meurent si elles n ont pas d eau . <end>,les fleurs meurent si elles n ont pas d eau . 
 <start> would you be willing to share your code with me ? <end>, <start> seriez vous dispose a partager votre code avec moi ? <end>,seriez vous disposee a partager votre code avec moi ? 
" <start> don t waste your youth , otherwise you ll regret it later . <end>"," <start> ne gaspille pas ta jeunesse , autrement tu le regretteras plus tard . <end>","ne gaspille pas ta jeunesse , autrement tu le regretteras plus tard . "
 <start> that s a nice story . <end>, <start> c est une belle histoire . <end>,c est une belle histoire . 
