Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> i don t find that comforting . <end>, <start> je ne trouve pas ca reconfortant . <end>,je ne trouve pas ca reconfortant . 
 <start> will you lend me your bicycle ? <end>, <start> voulez vous me preter votre velo ? <end>,voulez vous votre velo ? 
 <start> you sure ruffled her feathers with that anti feminist joke . <end>, <start> tu lui as certainement herisse le poil avec cette blague anti feministe . <end>,tu es sur de l ombre a assumer la plaisanterie . 
 <start> you need to help me do this . <end>, <start> tu dois m aider a faire ceci . <end>,il vous faut m aider a faire ceci . 
 <start> they accused me of being a liar . <end>, <start> elles m ont accuse d etre un menteur . <end>,ils m ont accusee d etre un menteur . 
" <start> without your help , i would have failed . <end>"," <start> sans ton aide , j aurais echoue . <end>",sans ton aide j aurais echoue . 
 <start> is this your first trip abroad ? <end>, <start> est ce votre premier voyage a l etranger ? <end>,est ce votre premier voyage a l etranger ? 
 <start> how long do i have to stay here ? <end>, <start> combien de temps dois je rester ici ? <end>,combien de temps dois je rester ici ? 
 <start> i won the election . <end>, <start> j ai remporte l election . <end>,j ai l election . 
 <start> i ll provide you with all the necessary information . <end>, <start> je vous fournirai toute l information necessaire . <end>,je vous fournirai tous les informations necessaires . 
 <start> i m glad you re all right again . <end>, <start> je suis content que tu ailles de nouveau bien . <end>,je me rejouis que tu vas bien a nouveau . 
 <start> what s it all mean ? <end>, <start> que signifie tout ceci ? <end>,quel est tout ca ? 
 <start> i thought we had a great relationship . <end>, <start> je pensais que nous avions une super relation . <end>,je pensais que nous avons passe une super relation . 
 <start> i don t understand this sentence . <end>, <start> je ne comprends pas cette phrase . <end>,je ne comprends pas cette phrase . 
 <start> he claimed that he had returned the book to the library . <end>, <start> il pretendit qu il avait rendu le livre a la bibliotheque . <end>,il soutenait qu il avait rendu son livre a la bibliotheque . 
 <start> they went crazy . <end>, <start> ils sont devenus fous . <end>,ils sont devenues folles . 
" <start> no matter who comes , don t open the door . <end>"," <start> peu importe qui vient , n ouvrez pas la porte . <end>","peu importe qui vient , n ouvre pas la porte . "
 <start> you may not like this book . <end>, <start> il se peut que vous n appreciiez pas cet ouvrage . <end>,vous ne pouvez pas aimer ce livre . 
 <start> just get off the stage . <end>, <start> descendez simplement de la scene ! <end>,descendez simplement de la scene ! 
 <start> are you happy ? <end>, <start> etes vous heureuses ? <end>,etes vous heureux ? 
 <start> you caught me off guard . <end>, <start> tu m as pris au depourvu . <end>,vous m avez pris au depourvu . 
 <start> can you tell us what you did ? <end>, <start> pouvez vous nous dire ce que vous avez fait ? <end>,peux tu nous dire ce que tu as fait ? 
 <start> they tried to cheer me up . <end>, <start> ils ont essaye de me remonter le moral . <end>,ils essayerent de me remonter . 
 <start> where is the elevator ? <end>, <start> ou est l ascenseur ? <end>,ou se trouve l ascenseur ? 
 <start> this word has three syllables . <end>, <start> ce mot a trois syllabes . <end>,ce mot a trois syllabes . 
 <start> what a cute baby ! <end>, <start> quel mignon bebe ! <end>,quel mignon bebe ! 
 <start> i asked him not to bother me . <end>, <start> je lui ai demande de ne pas me deranger . <end>,je lui ai demande de ne pas me deranger . 
 <start> she called him to say that she d be late . <end>, <start> elle l appela pour lui annoncer qu elle serait en retard . <end>,elle l appela pour lui dire qu elle serait en retard . 
 <start> he suggested that we go for a swim . <end>, <start> il proposa que nous allions nager . <end>,il a suggere que nous allions nager . 
 <start> i m still not ready yet . <end>, <start> je ne suis pas encore prete . <end>,je ne suis pas encore pret . 
 <start> can you afford it ? <end>, <start> pouvez vous vous le payer ? <end>,peux tu te le payer ? 
 <start> this house is creepy . <end>, <start> cette maison est sinistre . <end>,cette maison est sinistre . 
 <start> i caught tom . <end>, <start> j ai attrape tom . <end>,j ai attrape tom . 
 <start> my wife isn t beautiful . yours is . <end>, <start> ma femme n est pas belle . la tienne oui . <end>,"ma femme n est pas belle , la tienne est belle . "
 <start> she bowed deeply to me . <end>, <start> elle s est profondement inclinee devant moi . <end>,elle m a profondement portee mal a courir . 
 <start> i couldn t make myself understood in english . <end>, <start> je ne pouvais pas me faire comprendre en anglais . <end>,je ne pouvais pas me faire comprendre en anglais . 
 <start> i have an appointment at . <end>, <start> j ai un rendez vous a . <end>,j ai un rendez vous a h . 
 <start> you re either with me or you re against me . <end>, <start> vous etes soit avec soit contre moi . <end>,"vous etes soit avec moi , soit vous etes contre moi . "
 <start> i can t . it s too big . <end>, <start> je ne peux pas . c est trop grand . <end>,je ne peux pas y etre trop gros . 
 <start> he shook hands with the mayor . <end>, <start> il a serre les mains au maire . <end>,il a serre la main des mains . 
 <start> i want the two of you to quit arguing . <end>," <start> je veux que vous arretiez , toutes les deux , de vous disputer . <end>","je veux que vous cessiez , toutes les deux , de vous disputer . "
 <start> you re early . <end>, <start> vous etes matinal . <end>,tu es matinale . 
 <start> stop ! you re hurting him ! <end>, <start> arrete ! tu lui fais mal ! <end>,arrete ! tu le fais mal ! 
 <start> i don t like this jacket . <end>, <start> je n aime pas cette veste . <end>,je n aime pas cette veste . 
 <start> you put too much stuff in your wallet . <end>, <start> vous mettez trop de choses dans votre portefeuille . <end>,vous mettez trop de trucs dans votre portefeuille . 
 <start> they found it . <end>, <start> ils le trouverent . <end>,ils l ont trouve . 
 <start> where exactly did you go ? <end>," <start> ou etes vous allees , exactement ? <end>","ou etes vous alle , exactement ? "
 <start> i could walk . <end>, <start> je pourrais marcher . <end>,je pourrais marcher . 
 <start> i went there by bus and train . <end>, <start> j y suis alle en bus et en train . <end>,j y suis alle en cours et en train . 
 <start> do you have more than one copy of this key ? <end>, <start> disposes tu de plus d une copie de cette cle ? <end>,avez vous plus d une copie de cette cle ? 
 <start> shut up ! <end>, <start> ferme la ! <end>,ferme la ! 
 <start> i spoke to him about it over the telephone . <end>, <start> je lui en ai parle au telephone . <end>,je lui ai parle au telephone . 
 <start> this book is easy for me to read . <end>, <start> c est tres facile pour moi de lire ce livre . <end>,ce livre m est facile a lire . 
 <start> pink is for girls . <end>," <start> le rose , c est pour les filles . <end>",le rose est pour ainsi . 
 <start> we really don t know . <end>, <start> nous ne savons vraiment pas . <end>,nous ne savons vraiment pas . 
 <start> it depends on what you mean . <end>, <start> ca depend de ce que tu veux dire . <end>,ca depend de ce que tu veux dire . 
 <start> i m getting off at the next stop . <end>, <start> je descends au prochain arret . <end>,je descends du prochain arret . 
 <start> i m contented . <end>, <start> me voila satisfaite . <end>,enchante ! 
 <start> the exercises did her good . <end>, <start> la gym lui a fait du bien . <end>,la gym lui a fait du bien . 
 <start> he abandoned his hope of becoming a doctor . <end>, <start> il a abandonne l espoir d etre medecin . <end>,il a abandonne l espoir de devenir medecin . 
 <start> what do you need a doctor for ? <end>, <start> pourquoi as tu besoin d un medecin ? <end>,qu avez vous besoin d un docteur ? 
 <start> i was just curious . <end>, <start> j etais juste curieux . <end>,j etais seulement curieux . 
 <start> tom had the only pool in town with a diving board . <end>, <start> tom avait la seule piscine de la ville avec un plongeoir . <end>,tom a eu la seule piscine de la ville avec un plongeoir . 
 <start> television is ruining family life . <end>, <start> la tele ruine la vie de famille . <end>,la television ruine la vie de famille . 
 <start> they arrived at the foot of the mountain . <end>, <start> ils sont arrives au pied de la montagne . <end>,ils arriverent au pied de la montagne . 
 <start> please show me your injured arm . <end>," <start> montrez moi votre bras blesse , s il vous plait . <end>",veuillez me montrer votre bras blesse . 
 <start> this is a hospital . <end>, <start> c est un hopital . <end>,c est un hopital . 
 <start> tom isn t sure where to go . <end>, <start> tom n est pas sur d ou aller . <end>,tom n est pas sur de la pour aller . 
 <start> you look smart . <end>, <start> tu as l air intelligente . <end>,tu as l air intelligent . 
 <start> i love you the best of all . <end>," <start> c est toi que , de toutes , j aime le plus . <end>",je t aime du tout . 
 <start> rabbits breed quickly . <end>, <start> les lapins se reproduisent comme des lapins . <end>,les lapins se reproduisent le plus vite . 
 <start> do you know where she was born ? <end>, <start> savez vous ou elle est nee ? <end>,savez vous ou elle est nee ? 
 <start> our eyes met . <end>, <start> nos yeux se sont croises . <end>,nos yeux se croiserent . 
 <start> i m not desperate . <end>, <start> je ne suis pas desespere . <end>,je ne suis pas desespere . 
 <start> i hope this doesn t ruin our friendship . <end>, <start> j espere que cela ne brise pas notre amitie . <end>,j espere que ca n est pas sur notre amitie . 
 <start> he turned down our proposal . <end>, <start> il a rejete notre proposition . <end>,il refusa notre proposition . 
 <start> i m smarter than you . <end>, <start> je suis plus elegant que toi . <end>,je suis plus astucieuse que toi . 
 <start> you should take the appropriate measures at the appropriate time . <end>, <start> tu devrais prendre les mesures appropriees au moment approprie . <end>,tu devrais prendre des mesures appropriees a l affaire du moment . 
 <start> he started to speak english . <end>, <start> il se mit a parler anglais . <end>,il se mit a parler anglais . 
 <start> they took a walk . <end>, <start> ils firent une promenade . <end>,ils ont pris une promenade . 
 <start> you don t sound convinced . <end>, <start> tu ne sembles pas convaincu . <end>,vous ne semblez pas convaincue . 
 <start> you must do it quickly . <end>, <start> il te faut le faire rapidement . <end>,tu dois le faire rapidement . 
 <start> we need more people like you . <end>, <start> il nous faut de plus de gens comme toi . <end>,nous avons besoin de plus de gens comme vous . 
 <start> i don t live with tom . <end>, <start> je ne vis pas avec tom . <end>,je ne vis pas avec tom . 
 <start> i found tom s diary . <end>, <start> j ai trouve le journal intime de tom . <end>,j ai trouve le journal intime de tom . 
 <start> go and see who it is . <end>, <start> allez voir qui c est . <end>,allez voir qui c est . 
 <start> i know what they re going to do . <end>, <start> je sais ce qu elles vont faire . <end>,je sais ce qu ils vont faire . 
 <start> have a beer . <end>, <start> prends une biere ! <end>,buvez une biere ! 
 <start> i play volleyball a lot . <end>, <start> je joue beaucoup au volley . <end>,je joue beaucoup au volley . 
 <start> the teacher pointed to the blackboard . <end>, <start> le professeur a pointe du doigt le tableau noir . <end>,le professeur a pointe du doigt au tableau . 
 <start> i can t say i share your enthusiasm for the idea . <end>, <start> je ne peux pas dire que je partage votre enthousiasme pour cette idee . <end>,je ne peux pas dire que je partage ton enthousiasme pour cette idee . 
 <start> i don t know what i m going to do with you . <end>, <start> je ne sais pas ce que je vais faire de toi . <end>,j ignore ce que je vais faire avec toi . 
 <start> you don t have to answer . <end>, <start> vous n etes pas oblige de repondre . <end>,vous n etes pas oblige de repondre . 
 <start> we waited outside . <end>, <start> nous avons attendu dehors . <end>,nous avons attendu dehors . 
 <start> i don t take needless risks . <end>, <start> je ne prends pas de risques inutiles . <end>,je ne prends pas rancune de risques . 
 <start> that s what i did . <end>, <start> c est ce que j ai fait . <end>,c est ce que j ai fait . 
" <start> you can t do anything right , can you ? <end>"," <start> vous ne pouvez rien faire correctement , n est ce pas ? <end>","vous ne pouvez rien faire correctement , voulez vous ? "
 <start> both of the rooms are open . <end>, <start> les deux salles sont ouvertes . <end>,les deux pieces sont ouvertes . 
 <start> how come you re always so energetic ? <end>, <start> comment se fait il que vous soyez toujours aussi energique ? <end>,comment se fait il que vous soyez toujours aussi energique ? 
 <start> this is huge . <end>, <start> c est enorme . <end>,c est enorme . 
 <start> do you have enough ? <end>, <start> en avez vous assez ? <end>,avez vous assez ? 
 <start> do you think your money is safe in a bank ? <end>, <start> pensez vous que votre argent est en securite dans une banque ? <end>,penses tu que ton argent est en securite dans une banque ? 
 <start> what do you like about it ? <end>, <start> qu est ce que tu y trouves ? <end>,qu est ce que tu y trouves ? 
 <start> tom doesn t like living alone . <end>, <start> tom n aime pas vivre seul . <end>,tom n aime pas vivre seul . 
 <start> i need you right now . <end>, <start> j ai besoin de toi sur le champ . <end>,j ai immediatement besoin de vous . 
 <start> french was the language of diplomacy . <end>, <start> le francais etait la langue de la diplomatie . <end>,le francais etait la langue de la diplomatie . 
 <start> tom doesn t have enough friends . <end>, <start> tom n a pas assez d amis . <end>,tom n a pas assez d amies . 
 <start> cut that out ! <end>, <start> arrete ca ! <end>,arretez ca ! 
 <start> i don t know anything about their relationship . <end>, <start> je ne connais rien de leur relation . <end>,j ignore tout de leur relation . 
 <start> i have something to ask tom . <end>, <start> j ai quelque chose a demander a tom . <end>,j ai quelque chose a demander a tom . 
 <start> don t treat me like i m stupid . <end>, <start> ne me traitez pas comme un idiot ! <end>,ne me traitez pas comme un idiot ! 
 <start> just ignore it . <end>, <start> n y pretez simplement pas attention ! <end>,n y prete simplement pas attention ! 
 <start> why don t we go together ? <end>, <start> pourquoi n y allons nous pas ensemble ? <end>,pourquoi ne sommes nous pas alles ensemble ? 
 <start> his sister can t talk to you today . <end>, <start> sa s ur ne peut pas te parler aujourd hui . <end>,sa s ur ne peut pas te parler aujourd hui . 
 <start> we ll be just fine . <end>, <start> ca ira bien pour nous . <end>,ca ira tres nous . 
 <start> it s illegal to park your car here . <end>, <start> c est illegal de garer ta voiture ici . <end>,c est illegal de garer ta voiture ici . 
 <start> your friends are late . <end>, <start> tes amies sont en retard . <end>,vos amies sont en retard . 
 <start> i bought it last week . <end>, <start> je l ai achete la semaine passee . <end>,je l ai achete la semaine derniere . 
 <start> tom will do a great job . <end>, <start> tom fera un excellent travail . <end>,tom fera un excellent travail . 
 <start> now is the time for action . <end>, <start> maintenant il est temps d agir . <end>,c est l heure de action . 
 <start> i have a little money . <end>, <start> j ai un peu d argent . <end>,j ai un peu d argent . 
 <start> you re very sharp . <end>, <start> vous etes tres vives . <end>,vous etes tres vives . 
 <start> he thought that he could climb the mountain . <end>, <start> il pensait qu il pouvait faire l ascension de la montagne . <end>,il pensait qu il pouvait faire de la montagne . 
 <start> let me carry it for you . <end>, <start> laisse moi te le porter . <end>,laissez moi vous la porter . 
 <start> my father has many books . <end>, <start> mon pere a beaucoup de livres . <end>,mon pere a beaucoup de livres . 
 <start> the police continued their investigation . <end>, <start> la police poursuivit son enquete . <end>,la police a poursuivi son enquete . 
 <start> i have been in japan for two months . <end>, <start> j ai ete au japon pendant deux mois . <end>,j ai ete au japon pour deux mois . 
 <start> it was the great lung power of caruso that made him a great singer . <end>, <start> c etait la grande capacite pulmonaire de caruso qui en a fait un grand chanteur . <end>,c etait la grande puissance pulmonaire de caruso qui a fait un grand chanteur . 
 <start> americans eat special foods on thanksgiving . <end>, <start> les americains mangent une nourriture special pendant thanksgiving . <end>,les etasuniens mangent une nourriture special pendant thanksgiving . 
 <start> you go first . <end>, <start> vas y d abord . <end>,tu y vas . 
 <start> i did that . <end>, <start> j ai fait cela . <end>,j ai fait cela . 
 <start> i don t think i ll be bored . <end>, <start> je ne crois pas que je m ennuierai . <end>,je ne pense pas que je m ennuierai . 
 <start> i am going to bed . <end>, <start> je vais au lit . <end>,je vais me coucher . 
" <start> if you don t want to miss the train , you d better hurry . <end>"," <start> si tu ne veux pas louper le train , tu ferais mieux de te grouiller ! <end>","si tu ne veux pas rater le train , tu ferais mieux de te depecher ! "
 <start> what would you like for breakfast ? <end>, <start> qu aimeriez vous pour votre petit dejeuner ? <end>,que voudrais tu pour le petit dejeuner ? 
 <start> i believe you like your job . <end>, <start> je crois que tu aimes ton metier . <end>,je crois que vous aimez votre metier . 
 <start> has she ever fallen in love ? <end>, <start> est elle deja tombee amoureuse ? <end>,est ce qu elle est tombee assise ? 
 <start> i want facts . <end>, <start> il me faut des faits . <end>,je veux des faits . 
" <start> weather permitting , we will leave in an hour . <end>"," <start> si le temps le permet , nous partirons dans une heure . <end>","si le temps le permet , nous partirons dans une heure . "
 <start> i leave this evening . <end>, <start> je pars ce soir . <end>,je pars ce soir . 
" <start> if you push the button , the engine will stop . <end>"," <start> si tu pousses le bouton , le moteur s arretera . <end>","si vous appuyez sur le bouton , le moteur s arretera . "
 <start> you re crazy to buy such an expensive bike . <end>, <start> tu es fou d acheter un velo aussi cher . <end>,tu es fou d acheter une moto . 
 <start> don t be so lazy . <end>, <start> ne soyez pas si paresseuse ! <end>,ne sois pas si paresseuse ! 
 <start> she is as young as i am . <end>, <start> elle est aussi jeune que moi . <end>,elle est aussi jeune que moi . 
 <start> i remember being on a ship when i was only five years old . <end>, <start> je me souviens avoir ete sur un bateau lorsque je n avais que cinq ans . <end>,je me souviens avoir ete sur un navire quand j etais petit de ans . 
 <start> i thought you had more sense than that . <end>, <start> je pensais que vous disposiez de davantage de bon sens . <end>,je pensais que tu disposais de davantage de sens . 
 <start> he appeared young . <end>, <start> il paraissait jeune . <end>,il semblait jeune . 
 <start> that s not the way it happened at all . <end>, <start> ca ne s est pas du tout passe comme ca . <end>,ce n est pas du tout ca a tout . 
 <start> he s too old for her . <end>, <start> il est trop vieux pour elle . <end>,il est trop vieux pour elle . 
 <start> this bucket leaks . <end>, <start> ce seau fuit . <end>,ce seau fuit . 
 <start> she burst into tears when she heard the news . <end>, <start> elle fondit en larmes quand elle entendit les nouvelles . <end>,elle eclata en larmes quand elle entendit les nouvelles . 
 <start> we wanted to get out of there . <end>, <start> nous voulions sortir de la . <end>,nous voulions sortir de la . 
 <start> who else was present ? <end>, <start> qui d autre etait present ? <end>,qui d autre etait present ? 
 <start> i want us to do it together . <end>, <start> je veux que nous le fassions ensemble . <end>,je veux que nous le fassions ensemble . 
 <start> we had a lot of rain last year . <end>, <start> nous avons eu beaucoup de precipitations l annee derniere . <end>,nous avons eu beaucoup de pluie l an dernier . 
 <start> no other mountain in japan is higher than mt . fuji . <end>, <start> il n y a pas de montagne plus grande que le mont fuji au japon . <end>,aucune montagne au japon n est plus grande que le mont fuji . 
 <start> you have a big nose . <end>, <start> tu as un grand nez . <end>,tu as un gros nez . 
 <start> it is difficult to understand this novel . <end>, <start> il est difficile de comprendre ce roman . <end>,il est difficile de comprendre ce roman . 
 <start> i like stories that have sad endings . <end>, <start> j aime les histoires qui finissent mal . <end>,j aime les histoires ayant une fin triste . 
 <start> my father was a teacher . <end>, <start> mon pere etait enseignant . <end>,mon pere etait enseignant . 
" <start> press the green button . if you do so , the light will go on . <end>"," <start> appuie sur le bouton vert . si tu le fais , la lumiere s allumera . <end>","appuie sur le bouton vert . si tu le fais , la lumiere allumera . "
 <start> that s all wrong . <end>, <start> c est completement faux . <end>,c est tout faux . 
 <start> don t buy me presents anymore . <end>, <start> ne m achetez plus de cadeaux . <end>,ne m achete plus de cadeaux . 
 <start> my apartment is near . <end>, <start> mon appartement est a proximite . <end>,mon appartement est proche . 
 <start> we have no comment . <end>, <start> nous n avons aucun commentaire . <end>,nous n avons aucun commentaire . 
 <start> we were rowing against the current . <end>, <start> nous ramions a contre courant . <end>,nous nous sommes destines contre le lieu de residence . 
 <start> i thought you were right . <end>, <start> j ai pense que vous aviez raison . <end>,je pensais que tu avais raison . 
 <start> that never happened . <end>, <start> ca n est jamais arrive . <end>,ca n est jamais arrive . 
 <start> are you ready to fly ? <end>, <start> es tu prete a voler ? <end>,etes vous pret a voler ? 
 <start> you d better come in . <end>, <start> vous feriez mieux d entrer . <end>,tu ferais mieux de entrer . 
 <start> tom is your age . <end>, <start> tom a votre age . <end>,tom est votre age . 
 <start> keep the money in a safe place . <end>, <start> garde l argent dans un endroit sur . <end>,garde l argent dans un endroit sur . 
 <start> take tom outside . <end>, <start> emmene tom dehors . <end>,emmene tom dehors . 
 <start> you must show respect to your guests . <end>, <start> vous devez montrer du respect a vos invites . <end>,tu dois faire montre de respect a tes invites . 
 <start> i earn my living as best i can . <end>, <start> je gagne ma vie du mieux que je peux . <end>,je gagne ma vie aussi que possible . 
" <start> this tie goes well with the suit , i guess . <end>"," <start> cette cravate va bien avec le costume , je trouve . <end>",cette cravate va bien avec le costume . 
 <start> can you use a computer ? <end>, <start> savez vous utiliser un ordinateur ? <end>,savez vous utiliser un ordinateur ? 
 <start> she advised him to drink more milk . <end>, <start> elle lui a conseille de boire davantage de lait . <end>,elle lui conseilla de boire plus de lait . 
 <start> what did you do with my pants ? <end>, <start> qu avez vous fait de mon pantalon ? <end>,qu avez vous fait de mon pantalon ? 
 <start> are you sure you re not tired ? <end>, <start> etes vous surs que vous n etes pas fatigues ? <end>,es tu sure de ne pas etre fatigue ? 
 <start> you re good . <end>, <start> vous etes bonne . <end>,tu es bonne . 
 <start> the automobile industry is one of the main industries in japan . <end>, <start> l industrie automobile est l une des principales du japon . <end>,l industrie automobile est l une des principales du japon . 
 <start> that sounds like a good idea . <end>, <start> ca a l air d etre une bonne idee . <end>,ca a l air d etre une bonne idee . 
 <start> tom doesn t have a dad . <end>, <start> tom n a pas de pere . <end>,tom n a pas de pere . 
 <start> whose room is this ? <end>, <start> c est la chambre de qui ? <end>,a qui est cette piece ? 
 <start> i will testify . <end>, <start> je temoignerai . <end>,je temoignerai . 
 <start> she was a wakahata before she married . <end>, <start> elle etait une wakahata avant de se marier . <end>,elle etait une wakahata avant de se marier . 
 <start> i forgot your phone number . <end>, <start> j ai oublie ton numero de telephone . <end>,j ai oublie ton numero de telephone . 
 <start> mathematics is my favorite subject . <end>, <start> les mathematiques sont ma matiere preferee . <end>,les mathematiques sont ma matiere favorite . 
 <start> you re completely delusional . <end>, <start> vous hallucinez completement . <end>,vous hallucinez completement . 
 <start> i didn t want to know . <end>, <start> je ne voulais pas savoir . <end>,je ne voulais pas savoir . 
 <start> i have so much to show you . <end>, <start> j ai tant a vous montrer . <end>,j ai tant a te faire . 
 <start> the meeting is all over . <end>, <start> la reunion est terminee . <end>,la reunion se termina en tete . 
 <start> have you tried this before ? <end>, <start> l avez vous essaye auparavant ? <end>,avez vous essaye ceci auparavant ? 
 <start> she made it plain that she wanted to go to college . <end>, <start> elle fit clairement comprendre qu elle voulait aller a la fac . <end>,elle a fait clairement comprendre qu elle voulait aller dans une ecole superieure . 
 <start> could you please reschedule the meeting at a time that is convenient for you ? <end>," <start> pourrais tu , je te prie , re programmer la reunion a une heure qui te convienne ? <end>","pourriez vous , je vous prie , re programmer la reunion a une heure qui vous convienne ? "
 <start> you make it look easy . <end>, <start> ca semble tellement simple avec toi . <end>,tu as a l air aise . 
 <start> she left her son alone in the car . <end>, <start> elle a laisse son fils seul dans la voiture . <end>,elle a laisse son fils entrer dans la voiture . 
 <start> what can be the meaning of this ? <end>, <start> quelle peut etre la signification de ceci ? <end>,que peut etre le sens de ceci ? 
 <start> i just wanted to check my email . <end>, <start> je voulais juste verifier mes courriels . <end>,je voulais juste verifier mes emails . 
 <start> how much do you want ? <end>, <start> combien en voulez vous ? <end>,combien voulez vous ? 
 <start> how did you two meet ? <end>, <start> comment vous etes vous tous deux rencontres ? <end>,comment avez vous tous deux rencontres ? 
 <start> he asked me two questions . <end>, <start> il m a pose deux questions . <end>,il m a pose deux questions . 
 <start> that s a horse of a different colour . <end>," <start> ca , c est une autre affaire . <end>",c est un cheval de different different . 
 <start> what makes you think that ? <end>, <start> qu est ce qui te fait croire ca ? <end>,qu est ce qui vous fait penser ca ? 
 <start> you were so strong . <end>, <start> vous etiez tellement forts . <end>,tu etais si forte . 
 <start> does he know what you did ? <end>, <start> est il au courant de ce que tu as fait ? <end>,sait il ce que tu as fait ? 
 <start> stop the car here . <end>, <start> arrete la voiture ici ! <end>,arrete la voiture ici . 
 <start> the painting is all but finished . <end>, <start> le tableau est presque termine . <end>,le tableau est presque termine . 
 <start> i d be happy if you could come with us . <end>, <start> je serais heureuse si vous pouviez venir avec nous . <end>,je serais ravi si vous pouviez venir avec nous . 
 <start> beware of pickpockets here . <end>, <start> attention aux voleurs ici . <end>,mefiez vous de la tire . 
 <start> that s exactly what i m doing . <end>, <start> c est exactement ce que je suis en train de faire . <end>,c est exactement ce que je fais . 
" <start> you can do anything you want , depending on what floats your boat . <end>"," <start> vous pouvez faire tout ce que vous voulez , selon ce qui vous chante . <end>","tu peux faire tout ce que tu veux , selon ce qui nous chante . "
 <start> i paid in taxes . <end>, <start> j ai paye deux cents dollars d impots . <end>,j ai paye deux taxes . 
 <start> he d prefer to go on friday . <end>, <start> il prefererait y aller vendredi . <end>,il prefererais y aller vendredi . 
 <start> are you sure you want to leave without saying goodbye ? <end>, <start> es tu sure que tu veuilles partir sans dire au revoir ? <end>,es tu sure de vouloir partir sans dire au revoir ? 
 <start> i think that he s a good teacher . <end>, <start> je pense que c est un bon instituteur . <end>,je pense qu il est un bon enseignant . 
 <start> the waiters bumped into each other . <end>, <start> les serveurs se sont telescopes . <end>,la maison s affole sur l autre . 
 <start> i d like to know who took those pictures . <end>, <start> je voudrais savoir qui a pris ces photos . <end>,j aimerais savoir qui a pris ces photos . 
 <start> i never meant to put you in any danger . <end>, <start> je n ai jamais eu l intention de vous mettre en quelconque danger . <end>,je n ai jamais voulu te mettre en quelconque danger . 
 <start> the prize will go to the best student . <end>, <start> le prix ira au meilleur eleve . <end>,le prix ira au meilleur etudiant . 
 <start> we ll talk about this tomorrow . <end>, <start> nous en parlerons demain . <end>,nous en parlerons demain . 
 <start> i was just being friendly . <end>, <start> je voulais juste etre amical . <end>,j etais juste amical . 
 <start> i ve been misunderstood . <end>, <start> j ai ete mal compris . <end>,j ai ete mal comprise . 
" <start> he said his father was ill , but that was a lie . <end>"," <start> il dit que son pere etait malade , mais c etait un mensonge . <end>","il a dit que son pere etait malade , mais c etait un mensonge . "
 <start> tom left his trumpet at school . <end>, <start> tom a laisse sa trompette a l ecole . <end>,tom a laisse sa trompette a l ecole . 
 <start> who are you going to vote for ? <end>, <start> pour qui allez vous voter ? <end>,pour qui allez vous voter ? 
 <start> i was barefoot . <end>, <start> j etais pieds nus . <end>,j etais pieds nus . 
 <start> where is your house ? <end>, <start> ou est ta maison ? <end>,ou est ta maison ? 
 <start> why is this light blinking ? <end>, <start> pourquoi cette lumiere clignote t elle ? <end>,pourquoi cette lumiere clignote t elle ? 
 <start> tom was mary s only friend . <end>, <start> tom etait le seul ami de marie . <end>,tom etait le seul ami de mary . 
 <start> it is raining heavily . <end>, <start> il pleut fortement . <end>,il pleut fortement . 
 <start> i m being promoted . <end>, <start> je suis promu . <end>,je suis promu . 
 <start> i m here to apologize . <end>, <start> je suis ici pour presenter mes excuses . <end>,je suis ici pour presenter mes excuses . 
 <start> are you sure you don t want to do this ? <end>, <start> etes vous surs de ne pas vouloir faire ceci ? <end>,es tu sure de ne pas vouloir faire ca ? 
 <start> i didn t see her . <end>, <start> je ne l ai pas vue . <end>,je ne l ai pas vue . 
 <start> tom and mary have never been to that restaurant . <end>, <start> tom et mary ne sont jamais alles dans ce restaurant . <end>,tom et mary ne sont jamais alles dans ce restaurant . 
 <start> she has a special way of making bread . <end>, <start> elle a une methode particuliere pour faire du pain . <end>,elle a une maniere particuliere de faire du pain . 
 <start> i see them . <end>, <start> je les vois . <end>,je les vois . 
 <start> there isn t any more time . <end>, <start> le temps est ecoule . <end>,il n y a pas plus de temps . 
 <start> aren t you surprised to see me ? <end>, <start> n etes vous pas surprise de me voir ? <end>,n es tu pas surpris de me voir ? 
 <start> are you actually serious ? <end>, <start> es tu vraiment serieuse ? <end>,es tu vraiment serieux ? 
 <start> mars has a very thin atmosphere . <end>, <start> mars est pourvue d une atmosphere rarefiee . <end>,mars est pourvue d atmosphere . 
 <start> tom lit the candle that was on the table . <end>, <start> tom a allume la bougie qui etait sur la table . <end>,tom alluma le cierge qui etait sur la table . 
 <start> i don t know why he s so mad . <end>, <start> j ignore pourquoi il est tant en colere . <end>,je ne sais pas pourquoi il est si en colere . 
 <start> your guess is wrong . <end>, <start> votre hypothese est erronee . <end>,ta hypothese est erronee . 
 <start> i m buying a puppy . <end>, <start> je suis en train d acheter un chiot . <end>,j achete un chiot . 
 <start> tom s alone . <end>, <start> tom est tout seul . <end>,tom est tout seul . 
 <start> i should get back to writing my report . <end>, <start> il faudrait que je me remette a l ecriture de mon rapport . <end>,je devrais retourner a ecrire mon rapport . 
 <start> i really don t know . <end>, <start> je ne sais vraiment pas . <end>,je ne sais vraiment pas . 
 <start> i think this piano hasn t been tuned for a few years . <end>, <start> je pense que ce piano n a pas ete accorde depuis des annees . <end>,je pense que ce piano n a pas ete accorde depuis quelques annees . 
