Phrase_a_traduire,Phrase_traduite,Sortie_modele
 <start> why am i so tired ? <end>, <start> pourquoi suis je si fatiguee ? <end>,pourquoi suis je si fatiguee ? 
 <start> are you dating anybody ? <end>, <start> sors tu avec qui que ce soit ? <end>,sortez vous avec qui que ce soit ? 
 <start> you re very sophisticated . <end>, <start> vous etes tres elegants . <end>,tu es fort raffinee . 
 <start> doctors save lives . <end>, <start> les medecins sauvent des vies . <end>,les medecins sauvent des vies . 
 <start> it isn t polite to stare at people . <end>, <start> il n est pas poli de regarder fixement les gens . <end>,il n est pas poli de devisager les gens . 
 <start> he has a short attention span . <end>, <start> son attention est limitee . <end>,il a attention a l aise . 
 <start> would you please stop singing ? <end>," <start> voudrais tu , s il te plait , arreter de chanter ? <end>","voudriez vous , s il vous plait , arreter de chanter ? "
 <start> did you ask tom why ? <end>, <start> avez vous demande pourquoi a tom ? <end>,as tu demande pourquoi a tom ? 
 <start> she knew the teen . <end>, <start> elle connaissait l adolescente . <end>,elle connaissait l adolescente . 
 <start> he often accuses her of never listening to what he says . <end>, <start> il l accuse souvent de ne jamais ecouter ce qu il dit . <end>,il l accuse souvent de ne jamais ecouter ce qu il dit . 
 <start> what s the date today ? <end>, <start> le quantieme sommes nous ? <end>,quelle est la journee aujourd hui ? 
 <start> no one wanted to talk about it . <end>, <start> personne n avait envie d en parler . <end>,personne ne voulait en parler . 
 <start> i m going to be a teacher . <end>, <start> je vais etre enseignant . <end>,je vais etre professeur . 
 <start> delivery is not included in the price . <end>, <start> la livraison n est pas comprise dans le prix . <end>,la livraison n est pas comprise dans le prix . 
 <start> i m about ready . <end>, <start> je suis quasiment prete . <end>,je suis quasiment pret . 
 <start> why didn t you call for help ? <end>, <start> pourquoi est ce que tu n as pas appele a l aide ? <end>,pourquoi n avez vous pas appele a l aide ? 
 <start> i keep my hammer in the toolbox . <end>, <start> je garde mon marteau dans la caisse a outils . <end>,je tiens mon marteau dans la caisse a outils . 
 <start> does someone here know how to do this ? <end>, <start> quelqu un ici sait il comme faire ceci ? <end>,quelqu un ici sait il comment faire ceci ? 
 <start> these shoes are too big for me . <end>, <start> ces chaussures sont trop grandes pour moi . <end>,ces chaussures sont trop grandes pour moi . 
 <start> i don t gossip . <end>, <start> je ne ragote pas . <end>,je ne ragote pas . 
 <start> you should be proud of yourself . <end>, <start> vous devriez etre fiere de vous . <end>,tu devrais etre fier de toi . 
 <start> i want revenge . <end>, <start> je crie vengeance ! <end>,je crie vengeance ! 
 <start> you re a filthy liar ! <end>, <start> tu es un sale menteur ! <end>,tu es un sale menteur ! 
 <start> i ll handle this . <end>, <start> je m en occuperai . <end>,je vais gerer ceci . 
 <start> he did a good job . <end>, <start> il a fait du bon boulot . <end>,il a fait du bon travail . 
 <start> i m not old . <end>, <start> je ne suis pas vieille . <end>,je ne suis pas vieux . 
 <start> he ll be here soon . <end>, <start> il sera bientot la . <end>,il sera bientot la . 
 <start> why can t you be more like your brother ? <end>, <start> pourquoi ne pouvez vous pas ressembler davantage a votre frere ? <end>,pourquoi ne peux tu pas ressembler davantage a ton frere ? 
 <start> a fund was set up to preserve endangered marine life . <end>, <start> un fonds a ete cree pour preserver la vie marine . <end>,une souscription a ete etabli au souffle des troubles de la vie americaine . 
 <start> he did a good job . <end>, <start> il fit du bon boulot . <end>,il a fait du bon travail . 
 <start> this is the most comfortable chair in our house . <end>, <start> c est la chaise la plus confortable de notre maison . <end>,c est la plus confortable de notre maison dans notre maison . 
 <start> i had fun last night . <end>," <start> je me suis amuse , hier soir . <end>","je me suis amusee , hier soir . "
 <start> i think it s time for me to ask for directions . <end>, <start> je pense qu il est temps que je demande des instructions . <end>,je pense qu il est temps que je sollicite les yeux . 
 <start> it s normal for you to feel a bit woozy . <end>, <start> il est normal que tu te sentes un tantinet dans les vapes . <end>,c est normal que tu sois un tantinet dans les vapes . 
 <start> be kind . <end>, <start> sois gentil . <end>,sois gentil ! 
 <start> you are incredibly naive . <end>, <start> tu es incroyablement naif . <end>,tu es incroyablement naif . 
 <start> i m interested . <end>, <start> je suis interessee . <end>,je suis interesse . 
 <start> the papers got blown away . <end>, <start> les papiers s envolerent . <end>,les journaux ont ete touche . 
 <start> i want to buy another one . <end>, <start> je veux en acheter une autre . <end>,je veux acheter en un autre . 
 <start> i cannot feel at home in such a hotel . <end>, <start> je ne peux pas me sentir comme chez moi dans un tel hotel . <end>,je ne peux pas me sentir a la maison dans un hotel . 
" <start> in those days , sugar was less valuable than salt . <end>"," <start> en ce temps la , le sucre avait moins de valeur que le sel . <end>","a cette epoque , le sucre avait moins de valeur que le sel . "
 <start> he pretended to be asleep . <end>, <start> il a feint d etre endormi . <end>,il feignit d etre endormi . 
 <start> what did i do wrong ? <end>, <start> qu ai je fait de travers ? <end>,qu ai je fait de mal ? 
 <start> you re such a liar . <end>, <start> tu es une sacree menteuse . <end>,tu es un de ces menteuses ! 
 <start> she came downstairs with a letter in her hand . <end>, <start> elle est descendue avec une lettre a la main . <end>,elle descendit par une lettre dans la main . 
 <start> what is he hiding ? <end>, <start> qu est ce qu il dissimule ? <end>,qu est ce qu il dissimule ? 
 <start> he put on an air of innocence . <end>, <start> il arbora un masque d innocence . <end>,il arbora un masque d innocence . 
 <start> people used to think that was true . <end>, <start> les gens pensaient que c etait vrai . <end>,les gens pensaient qu il etait vrai . 
 <start> there isn t any hope . <end>, <start> il n y a aucun espoir . <end>,il n y a aucun espoir . 
 <start> i don t think i can wait any longer . <end>, <start> je ne pense pas pouvoir attendre plus longtemps . <end>,je ne pense pas que je puisse attendre plus longtemps . 
 <start> don t be shy . <end>, <start> ne sois pas timide . <end>,ne sois pas timide . 
 <start> i figured it out by myself . <end>, <start> je l ai resolue par moi meme . <end>,je l ai compris par mes propres moyens . 
 <start> what an awful mother ! <end>, <start> quelle horrible mere ! <end>,quel homme atroce ! 
" <start> we had no customers , so we shut the shop early . <end>"," <start> nous n avions pas de clients , alors nous avons ferme tot la boutique . <end>","nous n avons pas eu de puissance de clients , alors nous avons ferme tot la boutique . "
 <start> it is imperative for you to act at once . <end>, <start> il est imperatif que vous agissiez sur le champ . <end>,il est imperatif pour toi de agir sur une fois . 
 <start> i ll be the last one to do that . <end>, <start> je serai le dernier a le faire . <end>,je serai le dernier a le faire . 
 <start> i always felt like she was hiding something . <end>, <start> j avais toujours l impression qu elle cachait quelque chose . <end>,j ai toujours le sentiment qu elle cachait quelque chose . 
 <start> i don t see what you two are so happy about . <end>," <start> je ne vois pas de quoi vous etes tellement contentes , toutes les deux . <end>",je ne vois pas ce que vous etes si contentes . 
 <start> let me show you how we do that . <end>, <start> laisse moi te montrer comment on fait ca . <end>,laissez moi vous montrer comment nous faisons cela . 
 <start> love conquers all . <end>, <start> l amour triomphe de tout . <end>,l amour a tout nouveau . 
 <start> do you really think tom is handsome ? <end>, <start> penses tu vraiment que tom est beau ? <end>,croyez vous vraiment que tom est beau ? 
 <start> this word comes from greek . <end>, <start> ce mot est d origine grecque . <end>,ce mot provient du grec . 
 <start> tom doesn t believe a word of what mary just said . <end>, <start> tom ne croit pas un mot de ce que vient de dire mary . <end>,tom ne crois pas un mot de ce que mary vient de dire . 
 <start> don t let him sleep . <end>, <start> ne le laisse pas dormir . <end>,ne le laisse pas dormir . 
 <start> he was scared to do it . <end>, <start> il avait peur de le faire . <end>,il avait peur de le faire . 
 <start> one must observe the rules . <end>, <start> on doit respecter les regles . <end>,on doit respecter les regles . 
 <start> what do we have here ? <end>, <start> qu avons nous ici ? <end>,qu avons nous ici ? 
 <start> don t you see what you ve become ? <end>, <start> ne vois tu pas ce que tu es devenu ? <end>,ne vois tu pas ce que tu es devenue ? 
 <start> someone s ringing the doorbell . <end>, <start> quelqu un sonne a la porte . <end>,quelqu un sonne a la porte . 
 <start> this school supplies students with textbooks . <end>, <start> cette ecole fournit des manuels aux etudiants . <end>,cette ecole fournit des manuels aux etudiants . 
 <start> let s go and swim in the river . <end>, <start> allons nager a la riviere . <end>,sortons nager dans la riviere . 
 <start> this is a dead end alley . <end>, <start> c est une impasse . <end>,c est une impasse . 
 <start> are you for real ? <end>, <start> existez vous vraiment ? <end>,existes tu vraiment ? 
 <start> i want to know what this is called . <end>, <start> je veux savoir comment cela s appelle . <end>,je veux savoir de quoi il s appelle . 
 <start> tom didn t want to sing . <end>, <start> tom n a pas voulu chanter . <end>,tom ne voulait pas chanter . 
 <start> the deadline is drawing near . <end>, <start> la date limite s approche . <end>,la date limite s approche . 
 <start> the old lady was kind enough to show me the way to the station . <end>, <start> la vieille dame fut assez gentille pour m indiquer le chemin de la gare . <end>,la vieille dame fut assez gentille pour m indiquer le chemin jusqu a la gare . 
 <start> where are you heading ? <end>, <start> ou te diriges tu ? <end>,ou vous dirigez vous ? 
 <start> we went out for a walk after breakfast . <end>, <start> nous sommes allees effectuer une promenade dehors apres le petit dejeuner . <end>,nous sommes alles effectuer une promenade dehors apres le petit dejeuner . 
 <start> can anyone vouch for your whereabouts last night ? <end>, <start> quelqu un peut il se porter garant de votre localisation hier soir ? <end>,quiconque peut il se porter garant de votre localisation hier soir ? 
 <start> i want you back . <end>, <start> je veux que tu sois revenue . <end>,je veux que tu sois revenu . 
 <start> that s what makes me nervous . <end>, <start> c est ce qui me rend nerveuse . <end>,c est ce qui me rend nerveuse . 
 <start> i live in a two story house . <end>, <start> je vis dans un duplex . <end>,je vis dans une maison toute cette maison . 
 <start> tom can t speak french without making a lot of mistakes . <end>, <start> tom est incapable de parler le francais sans faire plein d erreurs . <end>,tom ne sait pas parler francais sans commettre . 
 <start> congratulations ! <end>, <start> bravo ! <end>,bravo ! 
 <start> i am good at math . <end>, <start> je suis bon en maths . <end>,je suis bon en math . 
 <start> i will go if you go . <end>, <start> j irai si tu vas . <end>,j irai si tu y vas . 
 <start> were you aware of this ? <end>, <start> etais tu au courant de ca ? <end>,etiez vous au courant de ca ? 
 <start> they finished their meal . <end>, <start> ils terminerent leur repas . <end>,ils ont termine leur repas . 
 <start> i don t have that much time left . <end>, <start> je ne dispose pas encore d autant de temps . <end>,je n ai pas tant de temps a partir . 
 <start> you should go to bed early . <end>, <start> vous devriez aller tot au lit . <end>,tu devrais aller tot au lit . 
 <start> you may go where you please . <end>, <start> vous pouvez aller ou il vous plaira . <end>,vous pouvez aller ou il vous plaira . 
 <start> why are you looking at me ? <end>, <start> pourquoi me regardes tu ? <end>,pourquoi me regardez vous ? 
 <start> i ll never tell anyone who you really are . <end>, <start> je ne dirai jamais a personne qui vous etes vraiment . <end>,je ne dirai jamais a personne qui vous etes vraiment . 
 <start> cockfighting is banned in many countries . <end>, <start> les combats de coqs sont interdits dans de nombreux pays . <end>,les combats de coqs sont interdits dans de nombreux pays . 
 <start> this is all unnecessary . <end>, <start> tout cela n est pas necessaire . <end>,tout est inutile . 
 <start> may i use your car today ? <end>," <start> puis je utiliser votre vehicule , aujourd hui ? <end>","puis je utiliser ta voiture , aujourd hui ? "
 <start> mother and i were in the garden . <end>, <start> ma mere et moi nous etions dans le jardin . <end>,ma mere et moi etions dans le jardin . 
 <start> she was burning to tell the secret . <end>, <start> elle brulait de dire le secret . <end>,elle brulait de dire au secret . 
 <start> i suppose you ll be studying all day tomorrow . <end>, <start> je suppose que tu vas etudier toute la journee de demain . <end>,je suppose que tu vas etudier toute la journee . 
 <start> i have a job i have to do . <end>, <start> j ai un boulot a effectuer . <end>,j ai un travail a effectuer . 
 <start> i see what you did there . <end>," <start> je vois ce que vous avez fait , la . <end>",je vois ce que tu as fait . 
 <start> summer is almost over . <end>, <start> l ete est bientot fini . <end>,l ete est presque termine . 
 <start> tom s suicide doesn t change anything . <end>, <start> le suicide de tom ne change rien . <end>,le suicide de tom ne change rien . 
 <start> what s tom s real name ? <end>, <start> quel est le vrai nom de tom ? <end>,quel est le vrai nom de tom ? 
 <start> tom couldn t answer the last question . <end>, <start> tom ne pouvait pas repondre a la derniere question . <end>,tom ne pouvait pas repondre a la derniere question . 
 <start> water transmits sound better than air . <end>, <start> l eau diffuse mieux le son que l air . <end>,l eau diffuse son son mieux l air . 
 <start> don t give up the fight . <end>, <start> ne lache pas ! <end>,n abandonne pas le combat ! 
 <start> what are the terms of the contract ? <end>, <start> quels sont les termes du contrat ? <end>,quelles sont les termes du contrat ? 
 <start> i never thought tom would do something like that . <end>, <start> je n aurais jamais pense que tom ferait une chose pareille . <end>,je n ai jamais pense que tom ferait une chose pareille . 
 <start> i read about it in the paper . <end>, <start> je l ai lu dans le journal . <end>,j ai lu dans le papier . 
 <start> we made waffles . <end>, <start> nous avons confectionne des gaufres . <end>,nous avons fait des crepes . 
 <start> he is busy . <end>, <start> il a a faire . <end>,il est occupe . 
 <start> the door remained closed all day . <end>, <start> la porte est restee fermee toute la journee . <end>,la porte est restee fermee toute la journee . 
 <start> i m not sure that that s all true . <end>, <start> je ne suis pas sure que tout cela soit vrai . <end>,je ne suis pas sure que ca soit tout a fait vrai . 
 <start> i think tom is unlucky . <end>, <start> je pense que tom est malchanceux . <end>,je pense que tom est malchanceux . 
 <start> please sing . <end>," <start> chantez , je vous prie ! <end>","chante , je te prie ! "
 <start> they ve crossed the border . <end>, <start> ils ont traverse la frontiere . <end>,ils ont traverse la frontiere . 
 <start> i think you re going to find this interesting . <end>, <start> je pense que tu vas trouver ceci interessant . <end>,je pense que vous allez trouver ceci interessant . 
 <start> we want something new . <end>, <start> nous voulons quelque chose de nouveau . <end>,nous voulons quelque chose de nouveau . 
 <start> she has a beautiful tan . <end>, <start> elle a un beau teint hale . <end>,elle a un beau bronzage . 
 <start> let s try and find a cure . <end>, <start> essayons de trouver un remede . <end>,essayons de trouver un remede . 
 <start> that s all i remember . <end>, <start> c est tout ce que je me rappelle . <end>,c est tout ce dont je me souviens . 
 <start> i have an ever growing list of to do items . <end>, <start> j ai une liste toujours croissante de taches a faire . <end>,j ai une liste toujours croissante de taches . 
 <start> how s your mother ? <end>, <start> comment va votre mere ? <end>,comment va ta mere ? 
 <start> let s hope this never happens again . <end>, <start> esperons que ceci ne se reproduise jamais . <end>,esperons que ceci ne se reproduise jamais . 
 <start> what hotel will you be staying at ? <end>, <start> dans quel hotel sejournerez vous ? <end>,quel hotel sejourneras tu ? 
 <start> i was terribly confused by his question . <end>, <start> j etais profondement deroute par sa question . <end>,j etais profondement deroute par sa question . 
 <start> which student went out ? <end>, <start> quel etudiant est sorti ? <end>,quel etudiant est sorti ? 
 <start> how often and how much should i feed my dog ? <end>, <start> a quelle frequence et en quelle quantite devrais je nourrir mon chien ? <end>,a quelle frequence et quelle quantite de nourriture devrais je donner a manger a mon chien ? 
 <start> he hoped to succeed . <end>, <start> il esperait reussir . <end>,il esperait reussir . 
 <start> you made a fool of yourself . <end>, <start> tu t es ridiculisee . <end>,vous vous etes ridiculisee . 
 <start> she got a job as a typist . <end>, <start> elle a decroche un emploi de dactylo . <end>,elle a eu un emploi comme une dactylographe . 
 <start> we looked around the property . <end>, <start> on a fait le tour de la propriete . <end>,nous avons regarde autour de la palissade . 
 <start> i don t think you really believe that . <end>, <start> je ne pense pas que tu crois vraiment cela . <end>,je ne pense pas vraiment que vous le croyez . 
 <start> thank you in advance for your cooperation . <end>, <start> merci beaucoup d avance pour votre cooperation . <end>,merci d avance pour votre cooperation . 
 <start> mt . fuji is higher than any other mountain in japan . <end>, <start> le mont fuji est plus haut que n importe quelle autre montagne japonaise . <end>,le mont fuji est plus pays que n importe quelle montagne au japon . 
 <start> i swear i will never do such a thing . <end>, <start> je jure que je ne ferai jamais une telle chose . <end>,je jure que je ne ferai jamais une chose pareille . 
 <start> why are you so secretive ? <end>, <start> pourquoi etes vous aussi secrets ? <end>,pourquoi es tu aussi secrete ? 
 <start> i ve heard this story before . <end>, <start> j ai entendu cette histoire auparavant . <end>,j ai deja entendu cette histoire auparavant . 
 <start> how much time do you spend on facebook ? <end>, <start> combien de temps passez vous sur facebook ? <end>,combien de temps passez vous sur facebook ? 
 <start> i heard you received an award last month . <end>, <start> j ai entendu dire que vous aviez recu un prix le mois dernier . <end>,j ai entendu dire que vous aviez recu un prix le mois dernier . 
 <start> i thought you d gone home . <end>, <start> je pensais que vous seriez rentrees chez vous . <end>,je pensais que tu serais rentre chez vous . 
 <start> tom was upset . <end>, <start> tom etait contrarie . <end>,tom etait contrarie . 
 <start> i d like to make some changes in the draft . <end>, <start> je souhaiterais apporter des modifications au document de travail . <end>,j aimerais effectuer des changements dans le fichier . 
 <start> i d like to die of old age . <end>, <start> j aimerais mourir de vieillesse . <end>,j aimerais mourir de vieillesse . 
 <start> what is your specialty ? <end>, <start> quelle est votre specialite ? <end>,quelle est ta specialite ? 
 <start> you won t be fired . <end>, <start> vous ne serez pas vires . <end>,vous ne serez pas vire . 
 <start> i m not sure i want the job . <end>, <start> je ne suis pas certaine de vouloir le poste . <end>,je ne suis pas sure de vouloir ce travail . 
 <start> this watch is less expensive than that one . <end>, <start> cette montre ci est moins onereuse que celle la . <end>,cette montre ci est moins chere que celle la . 
 <start> i admit i was surprised . <end>, <start> j admets avoir ete surprise . <end>,j admets avoir ete surprise . 
 <start> the cows are eating grass . <end>, <start> les vaches sont en train de manger de l herbe . <end>,les vaches paissent . 
 <start> my wife holds the purse strings in our family . <end>, <start> c est ma femme qui tient les cordons de la bourse dans notre famille . <end>,ma femme tient les cordons de ma famille dans notre famille . 
 <start> do you know who we are ? <end>, <start> savez vous qui nous sommes ? <end>,savez vous qui nous sommes ? 
 <start> i know i should ve stayed in boston . <end>, <start> je sais que j aurais du rester a boston . <end>,je sais que j aurais du rester a boston . 
 <start> i love my yellow sweater . <end>, <start> j aime beaucoup mon pullover jaune . <end>,j adore mon pullover jaune . 
 <start> he fainted in the middle of his speech . <end>, <start> il s est evanoui au milieu de son discours . <end>,il s est evanoui au milieu de son discours . 
 <start> we need to finish what we started . <end>, <start> on doit finir ce qu on a commence . <end>,nous avons besoin de terminer ce que nous avons commence . 
" <start> you both want the same thing , right ? <end>"," <start> vous souhaitez toutes les deux la meme chose , non ? <end>","vous souhaitez tous les deux la meme chose , non ? "
 <start> it ll cost around thirty dollars . <end>, <start> ca coutera environ trente dollars . <end>,ca coutera environ trente dollars . 
 <start> what s done is done . <end>, <start> ce qui est fait est fait . <end>,qu est ce qui est fait . 
 <start> you can t deny that . <end>, <start> vous ne pouvez pas nier cela . <end>,tu ne peux pas nier cela . 
 <start> can he do this job ? <end>, <start> pourrait il accomplir ce travail ? <end>,peut il faire ce travail ? 
 <start> would you please keep the noise down ? <end>," <start> pourrais tu faire moins de bruit , s il te plait ? <end>","pourrais tu , s il te plait , tiens vous ? "
 <start> i think they like us . <end>, <start> je crois qu ils nous aiment . <end>,je crois qu ils nous aiment . 
 <start> i was surprised by the news this morning . <end>," <start> j ai ete surprise par les nouvelles , ce matin . <end>","j ai ete surprise par les nouvelles , ce matin . "
 <start> where on earth can he have gone off to at this time of day ? <end>, <start> ou diable peut il bien aller a cette heure ci ? <end>,ou diable peut il avoir perdu a cette periode de la journee ? 
 <start> my watch gains five seconds a day . <end>, <start> ma montre avance de cinq secondes par jour . <end>,ma montre avance de cinq secondes par jour . 
 <start> it must ve happened that way . <end>, <start> ca doit s etre passe ainsi . <end>,ca doit s etre produit ainsi . 
 <start> i really misjudged you . <end>, <start> je t ai vraiment mal juge . <end>,je vous ai vraiment mal jugee . 
 <start> i share a house with two of my friends . <end>, <start> je partage une maison avec deux de mes amies . <end>,je partage une maison avec deux de mes amies . 
 <start> how dare you speak like that ? <end>, <start> comment osez vous ainsi parler ? <end>,comment oses tu ainsi parler ? 
 <start> did i embarrass you ? <end>, <start> t ai je embarrasse ? <end>,vous ai je embarrasse ? 
 <start> you may go in now . <end>," <start> vous pouvez entrer , maintenant . <end>","tu peux entrer , maintenant . "
 <start> thanks for the tea . <end>, <start> merci pour le the . <end>,merci pour le the . 
 <start> i don t like eggs . <end>, <start> je n aime pas les ufs . <end>,je n aime pas les ufs . 
 <start> tom said he didn t want to do that with you . <end>, <start> tom a dit qu il ne voulait pas le faire avec toi . <end>,tom a dit qu il ne voulait pas faire ca avec toi . 
 <start> that worked . <end>, <start> ca a fonctionne . <end>,ca a marche . 
 <start> the japanese live on rice and fish . <end>, <start> les japonais vivent de riz et de poisson . <end>,les japonais vivent de riz et du poisson . 
 <start> that s not an answer . <end>, <start> ce n est pas une reponse . <end>,ce n est pas une reponse . 
 <start> who s your french teacher ? <end>, <start> qui est votre professeur de francais ? <end>,qui est ton professeur de francais ? 
 <start> will it stop raining soon ? i m afraid not . <end>, <start> est ce qu il va bientot s arreter de pleuvoir ? j ai bien peur que non . <end>,cela va t il bientot s arreter de pleuvoir ? je crains que non . 
 <start> the girls giggled . <end>, <start> les filles ont pouffe . <end>,les filles ont pouffe . 
 <start> i can t tell you how much this means to me . <end>, <start> je ne peux pas te dire combien ca signifie pour moi . <end>,je ne peux pas te dire combien ca signifie pour moi . 
 <start> everybody s safe . <end>, <start> tout le monde est en securite . <end>,tout le monde est en securite . 
 <start> tom went to the museum with mary . <end>, <start> tom est alle au musee avec mary . <end>,tom est alle au musee avec mary . 
 <start> what i did was wrong . <end>, <start> ce que j ai fait etait mal . <end>,ce que j ai fait etait de travers . 
 <start> i m not good at telling jokes . <end>, <start> je ne suis pas doue pour raconter des blagues . <end>,je ne suis pas bon pour raconter des blagues . 
" <start> most of the time , he doesn t get to sleep before two or even three o clock in the morning . <end>"," <start> la plupart du temps , il ne s endort pas avant deux voire trois heures du matin . <end>","la plupart du temps , il ne dort pas avant deux voire trois heures du matin . "
 <start> tom told mary to tell the truth . <end>, <start> tom a dit a mary de dire la verite . <end>,tom a dit a mary de dire a la verite . 
 <start> she spends her leisure time making dolls . <end>, <start> elle passe son temps de loisirs a faire des poupees . <end>,elle passe son temps de loisirs a faire des poupees . 
 <start> tom allowed his dog to run free . <end>, <start> tom autorisa son chien a courir librement . <end>,tom autorisa son chien a courir librement . 
 <start> how can we thank you ? <end>, <start> comment pouvons nous vous remercier ? <end>,comment pouvons nous te remercier ? 
 <start> i didn t say i wasn t going . <end>, <start> je n ai pas dit que je n y allais pas . <end>,je n ai pas dit que je n y allais pas . 
 <start> she waited for him to come home . <end>, <start> elle attendit qu il vienne a la maison . <end>,elle l a attendu de chez lui . 
 <start> tom broke the rules and was kicked off the team . <end>, <start> tom a enfreint les regles et a ete exclu de l equipe . <end>,tom a enfreint les regles et a ete expulse de l equipe . 
 <start> it happens more often than you would think . <end>, <start> cela arrive plus souvent que vous ne le penseriez . <end>,ca arrive plus souvent que tu ne le penserais . 
 <start> how old is that painting ? <end>, <start> quel age a cette peinture ? <end>,quel age a t elle ? 
 <start> do you think we should abandon ship ? <end>, <start> penses tu que nous devrions abandonner le navire ? <end>,pensez vous que nous dussions abandonner le navire ? 
 <start> he played the piano and she sang . <end>, <start> il jouait du piano et elle chantait . <end>,il jouait du piano et elle chantait . 
 <start> they wanted to oust the communist government of fidel castro . <end>, <start> ils voulaient evincer le gouvernement communiste de fidel castro . <end>,ils voulaient evincer le gouvernement communiste de fidel castro . 
 <start> i could sure use that reward money . <end>, <start> je pourrais certainement faire usage de cette recompense . <end>,je pourrais certainement faire usage de cette recompense . 
 <start> what were you doing at that time ? <end>, <start> qu etiez vous donc en train de faire a cet instant la ? <end>,que faisiez vous a cette epoque ? 
 <start> coffee prices have jumped almost in six months . <end>, <start> les prix du cafe ont bondi de presque cinquante pour cent en six mois . <end>,les prix du cafe ont augmente de temps eleves a six mois . 
" <start> ready or not , here i come . <end>"," <start> pret ou pas , me voila ! <end>","pret ou pas , me voila ! "
 <start> please don t take this lightly . <end>," <start> ne prends pas ceci a la legere , s il te plait . <end>",ne prenez pas ceci s il vous plait . 
 <start> where did they come from ? <end>, <start> d ou est ce qu ils venaient ? <end>,d ou sont ils venus ? 
 <start> i didn t mean to insult you . <end>, <start> je ne voulais pas vous insulter . <end>,je n avais pas l insulter de t insulter . 
 <start> he came across this old coin in an antique shop . <end>, <start> il tomba par hasard sur cette vieille piece dans un magasin d antiquites . <end>,il est tombe sur ce vieux dans un magasin d antiquites . 
 <start> i didn t think you d leave so early . <end>, <start> je ne pensais pas que vous partiriez si tot . <end>,je ne pensais pas que tu partirais si tot . 
 <start> you look very good in blue . <end>, <start> le bleu te sied a ravir . <end>,en bleu vous tres bien . 
 <start> she will be back in less than ten minutes . <end>, <start> elle sera de retour dans moins de dix minutes . <end>,elle sera de retour dans moins de dix minutes . 
 <start> you re drunk . <end>, <start> vous etes saoule . <end>,tu es saoule . 
 <start> we worry about your future . <end>, <start> nous nous inquietons de ton avenir . <end>,nous nous inquietons de votre avenir . 
 <start> she s at the hotel now . <end>, <start> elle est maintenant a l hotel . <end>,"elle est a l hotel , maintenant . "
 <start> they took a walk . <end>, <start> elles firent une promenade . <end>,ils ont pris une promenade . 
 <start> it s too large . <end>, <start> c est trop grand . <end>,c est trop grand . 
 <start> i will need your help . <end>, <start> j aurai besoin de votre aide . <end>,j aurai besoin de votre aide . 
 <start> give the keys to me . <end>, <start> donne moi les cles . <end>,donne moi les cles . 
 <start> can we talk ? <end>, <start> pouvons nous parler ? <end>,pouvons nous parler ? 
 <start> i decorated it . <end>, <start> je l ai decoree . <end>,je l ai decore . 
 <start> he thinks he s a genius . <end>, <start> il pense etre un genie . <end>,il pense qu il est un genie . 
 <start> our math teacher drew a circle on the blackboard . <end>, <start> notre professeur de mathematiques traca un cercle au tableau . <end>,notre professeur de mathematiques traca un cercle au tableau . 
 <start> i do not deserve it . <end>, <start> je ne le merite pas . <end>,je ne le merite pas . 
 <start> i m not here for you . <end>, <start> je ne suis pas la pour toi . <end>,je ne suis pas la pour toi . 
" <start> after her graduation from college , she went over to the united states . <end>"," <start> apres avoir ete diplomee de l universite , elle est partie pour les etats unis . <end>","apres son diplome de l universite , elle est partie en voiture aux etats unis d amerique . "
 <start> you only need to concentrate . <end>, <start> vous devez seulement vous concentrer . <end>,il vous faut seulement vous concentrer . 
 <start> my hands are stained with paint . <end>, <start> mes mains sont tachees de peinture . <end>,les mains sont tachees de peinture . 
 <start> how long were you gone ? <end>, <start> combien de temps etes vous partie ? <end>,combien de temps etes vous partis ? 
 <start> you re very timid . <end>, <start> vous etes tres peureuses . <end>,tu es tres peureux . 
 <start> this is a major crisis . <end>, <start> c est une crise majeure . <end>,c est une crise majeure . 
 <start> tom doesn t want to talk to you now . <end>, <start> tom ne veut pas vous parler maintenant . <end>,tom ne veut pas vous parler maintenant . 
 <start> look up the word in the dictionary . <end>, <start> voyez ce mot dans le dictionnaire . <end>,regarde ce mot dans le dictionnaire . 
 <start> i have just arrived here . <end>, <start> je viens d arriver ici . <end>,je viens d arriver ici . 
 <start> is this the key your uncle is looking for ? <end>, <start> est ce la cle que ton oncle cherche ? <end>,est ce la cle de votre oncle ? 
 <start> i m grounded . <end>, <start> je suis clouee . <end>,je suis cloue . 
 <start> i never for a moment imagined that my blog would become so popular . <end>, <start> je n ai jamais imagine un moment que mon journal en ligne deviendrait si populaire . <end>,je n ai jamais imagine un instant que mon neveu etre aussi populaire . 
 <start> why are you waiting here ? <end>, <start> pourquoi attendez vous ici ? <end>,pourquoi attends tu ici ? 
 <start> i sort of understand . <end>, <start> je comprends a peu pres . <end>,je comprends de comprends . 
 <start> how far did it go ? <end>, <start> jusqu ou est ce alle ? <end>,jusqu ou est ce alle ? 
 <start> i ve ordered you a beer . <end>, <start> je t ai commande une biere . <end>,je t ai commande une biere . 
 <start> my grandmother used to use her sewing machine a lot when she was younger . <end>, <start> ma grand mere utilisait beaucoup sa machine a coudre quand elle etait plus jeune . <end>,ma grand mere m a utilise sa machine a coudre quand elle etait plus jeune . 
 <start> we can t find tom . <end>, <start> nous n arrivons pas a trouver tom . <end>,nous ne pouvons trouver tom . 
